"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Slovenia","Natural gas - Gross production","2013","Terajoules","120",""
"Slovenia","Natural gas - Gross production","2012","Terajoules","80",""
"Slovenia","Natural gas - Gross production","2011","Terajoules","80",""
"Slovenia","Natural gas - Gross production","2010","Terajoules","279",""
"Slovenia","Natural gas - Gross production","2009","Terajoules","120",""
"Slovenia","Natural gas - Gross production","2008","Terajoules","120",""
"Slovenia","Natural gas - Gross production","2007","Terajoules","120",""
"Slovenia","Natural gas - Gross production","2006","Terajoules","160",""
"Slovenia","Natural gas - Gross production","2005","Terajoules","160",""
"Slovenia","Natural gas - Gross production","2004","Terajoules","201",""
"Slovenia","Natural gas - Gross production","2003","Terajoules","199",""
"Slovenia","Natural gas - Gross production","2002","Terajoules","240",""
"Slovenia","Natural gas - Gross production","2001","Terajoules","240",""
"Slovenia","Natural gas - Gross production","2000","Terajoules","281",""
"Slovenia","Natural gas - Gross production","1999","Terajoules","227",""
"Slovenia","Natural gas - Gross production","1998","Terajoules","319",""
"Slovenia","Natural gas - Gross production","1997","Terajoules","480",""
"Slovenia","Natural gas - Gross production","1996","Terajoules","518",""
"Slovenia","Natural gas - Gross production","1995","Terajoules","724",""
"Slovenia","Natural gas - Gross production","1994","Terajoules","501",""
"Slovenia","Natural gas - Gross production","1993","Terajoules","532",""
"Slovenia","Natural gas - Gross production","1992","Terajoules","667",""
"South Africa","Natural gas - Gross production","2020","Terajoules","42789.6",""
"South Africa","Natural gas - Gross production","2019","Terajoules","44827.2",""
"South Africa","Natural gas - Gross production","2018","Terajoules","39122",""
"South Africa","Natural gas - Gross production","2017","Terajoules","25571",""
"South Africa","Natural gas - Gross production","2016","Terajoules","28338",""
"South Africa","Natural gas - Gross production","2015","Terajoules","47680",""
"South Africa","Natural gas - Gross production","2014","Terajoules","40752",""
"South Africa","Natural gas - Gross production","2013","Terajoules","48087",""
"South Africa","Natural gas - Gross production","2012","Terajoules","44827",""
"South Africa","Natural gas - Gross production","2011","Terajoules","51745",""
"South Africa","Natural gas - Gross production","2010","Terajoules","58640",""
"South Africa","Natural gas - Gross production","2009","Terajoules","46925",""
"South Africa","Natural gas - Gross production","2008","Terajoules","60206",""
"South Africa","Natural gas - Gross production","2007","Terajoules","67732",""
"South Africa","Natural gas - Gross production","2006","Terajoules","72314",""
"South Africa","Natural gas - Gross production","2005","Terajoules","82976",""
"South Africa","Natural gas - Gross production","2004","Terajoules","77172",""
"South Africa","Natural gas - Gross production","2003","Terajoules","50218",""
"South Africa","Natural gas - Gross production","2002","Terajoules","83764",""
"South Africa","Natural gas - Gross production","2001","Terajoules","84478",""
"South Africa","Natural gas - Gross production","2000","Terajoules","65024",""
"South Africa","Natural gas - Gross production","1999","Terajoules","70628",""
"South Africa","Natural gas - Gross production","1998","Terajoules","53983",""
"South Africa","Natural gas - Gross production","1997","Terajoules","64120",""
"South Africa","Natural gas - Gross production","1996","Terajoules","71814",""
"South Africa","Natural gas - Gross production","1995","Terajoules","79793",""
"South Africa","Natural gas - Gross production","1994","Terajoules","79793",""
"South Africa","Natural gas - Gross production","1993","Terajoules","79793",""
"South Africa","Natural gas - Gross production","1992","Terajoules","71500",""
"South Africa","Natural gas - Gross production","1991","Terajoules","71000",""
"South Africa","Natural gas - Gross production","1990","Terajoules","70000",""
"Spain","Natural gas - Gross production","2021","Terajoules","1583.817",""
"Spain","Natural gas - Gross production","2020","Terajoules","1939.519",""
"Spain","Natural gas - Gross production","2019","Terajoules","5406",""
"Spain","Natural gas - Gross production","2018","Terajoules","3512",""
"Spain","Natural gas - Gross production","2017","Terajoules","1108",""
"Spain","Natural gas - Gross production","2016","Terajoules","2231",""
"Spain","Natural gas - Gross production","2015","Terajoules","2516",""
"Spain","Natural gas - Gross production","2014","Terajoules","968",""
"Spain","Natural gas - Gross production","2013","Terajoules","2318",""
"Spain","Natural gas - Gross production","2012","Terajoules","2409",""
"Spain","Natural gas - Gross production","2011","Terajoules","2115",""
"Spain","Natural gas - Gross production","2010","Terajoules","2074",""
"Spain","Natural gas - Gross production","2009","Terajoules","568",""
"Spain","Natural gas - Gross production","2008","Terajoules","652",""
"Spain","Natural gas - Gross production","2007","Terajoules","727",""
"Spain","Natural gas - Gross production","2006","Terajoules","2930",""
"Spain","Natural gas - Gross production","2005","Terajoules","6694",""
"Spain","Natural gas - Gross production","2004","Terajoules","14398",""
"Spain","Natural gas - Gross production","2003","Terajoules","9149",""
"Spain","Natural gas - Gross production","2002","Terajoules","21718",""
"Spain","Natural gas - Gross production","2001","Terajoules","21904",""
"Spain","Natural gas - Gross production","2000","Terajoules","6883",""
"Spain","Natural gas - Gross production","1999","Terajoules","6339",""
"Spain","Natural gas - Gross production","1998","Terajoules","4892",""
"Spain","Natural gas - Gross production","1997","Terajoules","9127",""
"Spain","Natural gas - Gross production","1996","Terajoules","22517",""
"Spain","Natural gas - Gross production","1995","Terajoules","18723",""
"Spain","Natural gas - Gross production","1994","Terajoules","8889",""
"Spain","Natural gas - Gross production","1993","Terajoules","30164",""
"Spain","Natural gas - Gross production","1992","Terajoules","55471",""
"Spain","Natural gas - Gross production","1991","Terajoules","60610",""
"Spain","Natural gas - Gross production","1990","Terajoules","63413",""
"Suriname","Natural gas - Gross production","2021","Terajoules","310","1"
"Suriname","Natural gas - Gross production","2020","Terajoules","308.63",""
"Suriname","Natural gas - Gross production","2019","Terajoules","269.077",""
"Suriname","Natural gas - Gross production","2018","Terajoules","230.47",""
"Suriname","Natural gas - Gross production","2017","Terajoules","174.03366",""
"Suriname","Natural gas - Gross production","2016","Terajoules","173.64345",""
"Suriname","Natural gas - Gross production","2015","Terajoules","193.93437",""
"Suriname","Natural gas - Gross production","2014","Terajoules","191.2029",""
"Suriname","Natural gas - Gross production","2013","Terajoules","220.85886",""
"Suriname","Natural gas - Gross production","2012","Terajoules","216.56655",""
"Suriname","Natural gas - Gross production","2011","Terajoules","212.27424",""
"Suriname","Natural gas - Gross production","2010","Terajoules","222.02949",""
"Suriname","Natural gas - Gross production","2009","Terajoules","224.37075",""
"Suriname","Natural gas - Gross production","2008","Terajoules","225.93159",""
"Suriname","Natural gas - Gross production","2007","Terajoules","208.37214",""
"Suriname","Natural gas - Gross production","2006","Terajoules","183.3987",""
"Suriname","Natural gas - Gross production","2005","Terajoules","167.40009",""
"Suriname","Natural gas - Gross production","2004","Terajoules","157.25463",""
"Suriname","Natural gas - Gross production","2003","Terajoules","164.66862",""
"Suriname","Natural gas - Gross production","2002","Terajoules","172.08261",""
"Suriname","Natural gas - Gross production","2001","Terajoules","179.88681",""
"Switzerland","Natural gas - Gross production","1994","Terajoules","40",""
"Switzerland","Natural gas - Gross production","1993","Terajoules","90",""
"Switzerland","Natural gas - Gross production","1992","Terajoules","110",""
"Switzerland","Natural gas - Gross production","1991","Terajoules","120",""
"Switzerland","Natural gas - Gross production","1990","Terajoules","140",""
"Syrian Arab Republic","Natural gas - Gross production","2020","Terajoules","158340",""
"Syrian Arab Republic","Natural gas - Gross production","2019","Terajoules","170781",""
"Syrian Arab Republic","Natural gas - Gross production","2018","Terajoules","172666",""
"Syrian Arab Republic","Natural gas - Gross production","2017","Terajoules","177190",""
"Syrian Arab Republic","Natural gas - Gross production","2016","Terajoules","163995",""
"Syrian Arab Republic","Natural gas - Gross production","2015","Terajoules","173420",""
"Syrian Arab Republic","Natural gas - Gross production","2014","Terajoules","197925",""
"Syrian Arab Republic","Natural gas - Gross production","2013","Terajoules","220545",""
"Syrian Arab Republic","Natural gas - Gross production","2012","Terajoules","258622",""
"Syrian Arab Republic","Natural gas - Gross production","2011","Terajoules","322712",""
"Syrian Arab Republic","Natural gas - Gross production","2010","Terajoules","354380",""
"Syrian Arab Republic","Natural gas - Gross production","2009","Terajoules","260507",""
"Syrian Arab Republic","Natural gas - Gross production","2008","Terajoules","239395",""
"Syrian Arab Republic","Natural gas - Gross production","2007","Terajoules","254475",""
"Syrian Arab Republic","Natural gas - Gross production","2006","Terajoules","262015",""
"Syrian Arab Republic","Natural gas - Gross production","2005","Terajoules","260130",""
"Syrian Arab Republic","Natural gas - Gross production","2004","Terajoules","298584",""
"Syrian Arab Republic","Natural gas - Gross production","2003","Terajoules","288407",""
"Syrian Arab Republic","Natural gas - Gross production","2002","Terajoules","278980",""
"Syrian Arab Republic","Natural gas - Gross production","2001","Terajoules","242411",""
"Syrian Arab Republic","Natural gas - Gross production","2000","Terajoules","281242",""
"Syrian Arab Republic","Natural gas - Gross production","1999","Terajoules","278980",""
"Syrian Arab Republic","Natural gas - Gross production","1998","Terajoules","272948",""
"Syrian Arab Republic","Natural gas - Gross production","1997","Terajoules","220545",""
"Syrian Arab Republic","Natural gas - Gross production","1996","Terajoules","148538",""
"Syrian Arab Republic","Natural gas - Gross production","1995","Terajoules","141722",""
"Syrian Arab Republic","Natural gas - Gross production","1994","Terajoules","233889",""
"Syrian Arab Republic","Natural gas - Gross production","1993","Terajoules","215765",""
"Syrian Arab Republic","Natural gas - Gross production","1992","Terajoules","196150",""
"Syrian Arab Republic","Natural gas - Gross production","1991","Terajoules","175500",""
"Syrian Arab Republic","Natural gas - Gross production","1990","Terajoules","146250",""
"Tajikistan","Natural gas - Gross production","2021","Terajoules","27.657",""
"Tajikistan","Natural gas - Gross production","2020","Terajoules","28",""
"Tajikistan","Natural gas - Gross production","2019","Terajoules","28",""
"Tajikistan","Natural gas - Gross production","2018","Terajoules","24.2",""
"Tajikistan","Natural gas - Gross production","2017","Terajoules","81.3",""
"Tajikistan","Natural gas - Gross production","2016","Terajoules","117.9",""
"Tajikistan","Natural gas - Gross production","2015","Terajoules","156",""
"Tajikistan","Natural gas - Gross production","2014","Terajoules","122",""
"Tajikistan","Natural gas - Gross production","2013","Terajoules","144",""
"Tajikistan","Natural gas - Gross production","2012","Terajoules","422",""
"Tajikistan","Natural gas - Gross production","2011","Terajoules","703",""
"Tajikistan","Natural gas - Gross production","2010","Terajoules","866",""
"Tajikistan","Natural gas - Gross production","2009","Terajoules","756",""
"Tajikistan","Natural gas - Gross production","2008","Terajoules","612",""
"Tajikistan","Natural gas - Gross production","2007","Terajoules","551",""
"Tajikistan","Natural gas - Gross production","2006","Terajoules","669",""
"Tajikistan","Natural gas - Gross production","2005","Terajoules","1034",""
"Tajikistan","Natural gas - Gross production","2004","Terajoules","1284",""
"Tajikistan","Natural gas - Gross production","2003","Terajoules","1254",""
"Tajikistan","Natural gas - Gross production","2002","Terajoules","1254",""
"Tajikistan","Natural gas - Gross production","2001","Terajoules","1976",""
"Tajikistan","Natural gas - Gross production","2000","Terajoules","1506",""
"Tajikistan","Natural gas - Gross production","1999","Terajoules","1330",""
"Tajikistan","Natural gas - Gross production","1998","Terajoules","1140",""
"Tajikistan","Natural gas - Gross production","1997","Terajoules","1444",""
"Tajikistan","Natural gas - Gross production","1996","Terajoules","1862",""
"Tajikistan","Natural gas - Gross production","1995","Terajoules","1482",""
"Tajikistan","Natural gas - Gross production","1994","Terajoules","1254",""
"Tajikistan","Natural gas - Gross production","1993","Terajoules","1664",""
"Tajikistan","Natural gas - Gross production","1992","Terajoules","2444",""
"Thailand","Natural gas - Gross production","2021","Terajoules","1156524",""
"Thailand","Natural gas - Gross production","2020","Terajoules","1193772",""
"Thailand","Natural gas - Gross production","2019","Terajoules","1122001.308",""
"Thailand","Natural gas - Gross production","2018","Terajoules","1063777.054",""
"Thailand","Natural gas - Gross production","2017","Terajoules","1098964.48",""
"Thailand","Natural gas - Gross production","2016","Terajoules","1176806",""
"Thailand","Natural gas - Gross production","2015","Terajoules","1199937",""
"Thailand","Natural gas - Gross production","2014","Terajoules","1348418",""
"Thailand","Natural gas - Gross production","2013","Terajoules","1320549",""
"Thailand","Natural gas - Gross production","2012","Terajoules","1219151",""
"Thailand","Natural gas - Gross production","2011","Terajoules","1023706",""
"Thailand","Natural gas - Gross production","2010","Terajoules","1314948",""
"Thailand","Natural gas - Gross production","2009","Terajoules","1121351",""
"Thailand","Natural gas - Gross production","2008","Terajoules","1045402",""
"Thailand","Natural gas - Gross production","2007","Terajoules","945264",""
"Thailand","Natural gas - Gross production","2006","Terajoules","884713",""
"Thailand","Natural gas - Gross production","2005","Terajoules","859718",""
"Thailand","Natural gas - Gross production","2004","Terajoules","807298.999318",""
"Thailand","Natural gas - Gross production","2003","Terajoules","787495",""
"Thailand","Natural gas - Gross production","2002","Terajoules","747176",""
"Thailand","Natural gas - Gross production","2001","Terajoules","713221",""
"Thailand","Natural gas - Gross production","2000","Terajoules","733611",""
"Thailand","Natural gas - Gross production","1999","Terajoules","697312",""
"Thailand","Natural gas - Gross production","1998","Terajoules","639911",""
"Thailand","Natural gas - Gross production","1997","Terajoules","587366",""
"Thailand","Natural gas - Gross production","1996","Terajoules","482235",""
"Thailand","Natural gas - Gross production","1995","Terajoules","411688",""
"Thailand","Natural gas - Gross production","1994","Terajoules","389665",""
"Thailand","Natural gas - Gross production","1993","Terajoules","351566",""
"Thailand","Natural gas - Gross production","1992","Terajoules","314052",""
"Thailand","Natural gas - Gross production","1991","Terajoules","280779",""
"Thailand","Natural gas - Gross production","1990","Terajoules","226089",""
"Timor-Leste","Natural gas - Gross production","2021","Terajoules","235426","1"
"Timor-Leste","Natural gas - Gross production","2020","Terajoules","221608.45341",""
"Timor-Leste","Natural gas - Gross production","2019","Terajoules","245171.17188",""
"Timor-Leste","Natural gas - Gross production","2018","Terajoules","227229.016398",""
"Timor-Leste","Natural gas - Gross production","2017","Terajoules","254255.853799",""
"Timor-Leste","Natural gas - Gross production","2016","Terajoules","276316.756994",""
"Timor-Leste","Natural gas - Gross production","2015","Terajoules","298153.670908",""
"Timor-Leste","Natural gas - Gross production","2014","Terajoules","271178.40928",""
"Timor-Leste","Natural gas - Gross production","2013","Terajoules","292025.759375",""
"Timor-Leste","Natural gas - Gross production","2012","Terajoules","286039.44475",""
"Timor-Leste","Natural gas - Gross production","2011","Terajoules","283463.906568",""
"Timor-Leste","Natural gas - Gross production","2010","Terajoules","263237.333563",""
"Timor-Leste","Natural gas - Gross production","2009","Terajoules","264156.737194",""
"Timor-Leste","Natural gas - Gross production","2008","Terajoules","308277.820915",""
"Timor-Leste","Natural gas - Gross production","2007","Terajoules","288078.931944",""
"Timor-Leste","Natural gas - Gross production","2006","Terajoules","224819.706115",""
"Timor-Leste","Natural gas - Gross production","2005","Terajoules","76094.8521","1"
"Trinidad and Tobago","Natural gas - Gross production","2021","Terajoules","995424.405",""
"Trinidad and Tobago","Natural gas - Gross production","2020","Terajoules","1249150.746",""
"Trinidad and Tobago","Natural gas - Gross production","2019","Terajoules","1478800.33",""
"Trinidad and Tobago","Natural gas - Gross production","2018","Terajoules","1453362.033",""
"Trinidad and Tobago","Natural gas - Gross production","2017","Terajoules","1349169.058",""
"Trinidad and Tobago","Natural gas - Gross production","2016","Terajoules","1344427",""
"Trinidad and Tobago","Natural gas - Gross production","2015","Terajoules","1537814",""
"Trinidad and Tobago","Natural gas - Gross production","2014","Terajoules","1646099",""
"Trinidad and Tobago","Natural gas - Gross production","2013","Terajoules","1659324",""
"Trinidad and Tobago","Natural gas - Gross production","2012","Terajoules","1652309",""
"Trinidad and Tobago","Natural gas - Gross production","2011","Terajoules","1642994",""
"Trinidad and Tobago","Natural gas - Gross production","2010","Terajoules","1732128",""
"Trinidad and Tobago","Natural gas - Gross production","2009","Terajoules","1686103",""
"Trinidad and Tobago","Natural gas - Gross production","2008","Terajoules","1625395",""
"Trinidad and Tobago","Natural gas - Gross production","2007","Terajoules","1635013",""
"Trinidad and Tobago","Natural gas - Gross production","2006","Terajoules","1555246.0011",""
"Trinidad and Tobago","Natural gas - Gross production","2005","Terajoules","1232685",""
"Trinidad and Tobago","Natural gas - Gross production","2004","Terajoules","1153929",""
"Trinidad and Tobago","Natural gas - Gross production","2003","Terajoules","1029732",""
"Trinidad and Tobago","Natural gas - Gross production","2002","Terajoules","717373",""
"Trinidad and Tobago","Natural gas - Gross production","2001","Terajoules","607851",""
"Trinidad and Tobago","Natural gas - Gross production","2000","Terajoules","567130",""
"Trinidad and Tobago","Natural gas - Gross production","1999","Terajoules","420386",""
"Trinidad and Tobago","Natural gas - Gross production","1998","Terajoules","329804",""
"Trinidad and Tobago","Natural gas - Gross production","1997","Terajoules","320459",""
"Trinidad and Tobago","Natural gas - Gross production","1996","Terajoules","324145",""
"Trinidad and Tobago","Natural gas - Gross production","1995","Terajoules","273647",""
"Trinidad and Tobago","Natural gas - Gross production","1994","Terajoules","281796",""
"Trinidad and Tobago","Natural gas - Gross production","1993","Terajoules","275895",""
"Trinidad and Tobago","Natural gas - Gross production","1992","Terajoules","285285",""
"Trinidad and Tobago","Natural gas - Gross production","1991","Terajoules","275571",""
"Trinidad and Tobago","Natural gas - Gross production","1990","Terajoules","276398",""
"Tunisia","Natural gas - Gross production","2020","Terajoules","95822.209",""
"Tunisia","Natural gas - Gross production","2019","Terajoules","94384.047",""
"Tunisia","Natural gas - Gross production","2018","Terajoules","102144",""
"Tunisia","Natural gas - Gross production","2017","Terajoules","106699",""
"Tunisia","Natural gas - Gross production","2016","Terajoules","113471",""
"Tunisia","Natural gas - Gross production","2015","Terajoules","125798",""
"Tunisia","Natural gas - Gross production","2014","Terajoules","128781",""
"Tunisia","Natural gas - Gross production","2013","Terajoules","141468",""
"Tunisia","Natural gas - Gross production","2012","Terajoules","141783",""
"Tunisia","Natural gas - Gross production","2011","Terajoules","146365",""
"Tunisia","Natural gas - Gross production","2010","Terajoules","153984",""
"Tunisia","Natural gas - Gross production","2009","Terajoules","113956",""
"Tunisia","Natural gas - Gross production","2008","Terajoules","93217",""
"Tunisia","Natural gas - Gross production","2007","Terajoules","92957",""
"Tunisia","Natural gas - Gross production","2006","Terajoules","101991",""
"Tunisia","Natural gas - Gross production","2005","Terajoules","95257.2",""
"Tunisia","Natural gas - Gross production","2004","Terajoules","94016",""
"Tunisia","Natural gas - Gross production","2003","Terajoules","88719",""
"Tunisia","Natural gas - Gross production","2002","Terajoules","87865.59",""
"Tunisia","Natural gas - Gross production","2001","Terajoules","91672.1",""
"Tunisia","Natural gas - Gross production","2000","Terajoules","81400.2",""
"Tunisia","Natural gas - Gross production","1999","Terajoules","75072.1",""
"Tunisia","Natural gas - Gross production","1998","Terajoules","78094.14",""
"Tunisia","Natural gas - Gross production","1997","Terajoules","67813.83",""
"Tunisia","Natural gas - Gross production","1996","Terajoules","36312.79",""
"Tunisia","Natural gas - Gross production","1995","Terajoules","12520","1"
"Tunisia","Natural gas - Gross production","1994","Terajoules","13891",""
"Tunisia","Natural gas - Gross production","1993","Terajoules","14280",""
"Tunisia","Natural gas - Gross production","1992","Terajoules","15678",""
"Tunisia","Natural gas - Gross production","1991","Terajoules","15097",""
"Tunisia","Natural gas - Gross production","1990","Terajoules","14010",""
"Türkiye","Natural gas - Gross production","2021","Terajoules","15076.6",""
"Türkiye","Natural gas - Gross production","2020","Terajoules","17037.848",""
"Türkiye","Natural gas - Gross production","2019","Terajoules","18274.73",""
"Türkiye","Natural gas - Gross production","2018","Terajoules","16419.6",""
"Türkiye","Natural gas - Gross production","2017","Terajoules","13680",""
"Türkiye","Natural gas - Gross production","2016","Terajoules","14146",""
"Türkiye","Natural gas - Gross production","2015","Terajoules","14584",""
"Türkiye","Natural gas - Gross production","2014","Terajoules","18392",""
"Türkiye","Natural gas - Gross production","2013","Terajoules","20662",""
"Türkiye","Natural gas - Gross production","2012","Terajoules","24223",""
"Türkiye","Natural gas - Gross production","2011","Terajoules","29131",""
"Türkiye","Natural gas - Gross production","2010","Terajoules","26239",""
"Türkiye","Natural gas - Gross production","2009","Terajoules","26329",""
"Türkiye","Natural gas - Gross production","2008","Terajoules","39119",""
"Türkiye","Natural gas - Gross production","2007","Terajoules","34307",""
"Türkiye","Natural gas - Gross production","2006","Terajoules","34767",""
"Türkiye","Natural gas - Gross production","2005","Terajoules","34465",""
"Türkiye","Natural gas - Gross production","2004","Terajoules","26397",""
"Türkiye","Natural gas - Gross production","2003","Terajoules","21507",""
"Türkiye","Natural gas - Gross production","2002","Terajoules","14626",""
"Türkiye","Natural gas - Gross production","2001","Terajoules","12130",""
"Türkiye","Natural gas - Gross production","2000","Terajoules","29539",""
"Türkiye","Natural gas - Gross production","1999","Terajoules","32851",""
"Türkiye","Natural gas - Gross production","1998","Terajoules","25886",""
"Türkiye","Natural gas - Gross production","1997","Terajoules","13541",""
"Türkiye","Natural gas - Gross production","1996","Terajoules","10265",""
"Türkiye","Natural gas - Gross production","1995","Terajoules","9882",""
"Türkiye","Natural gas - Gross production","1994","Terajoules","10111",""
"Türkiye","Natural gas - Gross production","1993","Terajoules","9230",""
"Türkiye","Natural gas - Gross production","1992","Terajoules","8234",""
"Türkiye","Natural gas - Gross production","1991","Terajoules","8388",""
"Türkiye","Natural gas - Gross production","1990","Terajoules","8694",""
"Turkmenistan","Natural gas - Gross production","2021","Terajoules","3413798.9",""
"Turkmenistan","Natural gas - Gross production","2020","Terajoules","3133420.3",""
"Turkmenistan","Natural gas - Gross production","2019","Terajoules","3284976.3",""
"Turkmenistan","Natural gas - Gross production","2018","Terajoules","3199347.16",""
"Turkmenistan","Natural gas - Gross production","2017","Terajoules","3050064.5",""
"Turkmenistan","Natural gas - Gross production","2016","Terajoules","3022406",""
"Turkmenistan","Natural gas - Gross production","2015","Terajoules","3171309",""
"Turkmenistan","Natural gas - Gross production","2014","Terajoules","3033014",""
"Turkmenistan","Natural gas - Gross production","2013","Terajoules","2972013",""
"Turkmenistan","Natural gas - Gross production","2012","Terajoules","2616235",""
"Turkmenistan","Natural gas - Gross production","2011","Terajoules","2508631",""
"Turkmenistan","Natural gas - Gross production","2010","Terajoules","1716372",""
"Turkmenistan","Natural gas - Gross production","2009","Terajoules","1445465",""
"Turkmenistan","Natural gas - Gross production","2008","Terajoules","2671175",""
"Turkmenistan","Natural gas - Gross production","2007","Terajoules","2609794",""
"Turkmenistan","Natural gas - Gross production","2006","Terajoules","2396479",""
"Turkmenistan","Natural gas - Gross production","2005","Terajoules","2387007",""
"Turkmenistan","Natural gas - Gross production","2004","Terajoules","2219159",""
"Turkmenistan","Natural gas - Gross production","2003","Terajoules","2102840",""
"Turkmenistan","Natural gas - Gross production","2002","Terajoules","1901649",""
"Turkmenistan","Natural gas - Gross production","2001","Terajoules","1823598",""
"Turkmenistan","Natural gas - Gross production","2000","Terajoules","1777668",""
"Turkmenistan","Natural gas - Gross production","1999","Terajoules","864951",""
"Turkmenistan","Natural gas - Gross production","1998","Terajoules","499789",""
"Turkmenistan","Natural gas - Gross production","1997","Terajoules","652889",""
"Turkmenistan","Natural gas - Gross production","1996","Terajoules","1326361",""
"Turkmenistan","Natural gas - Gross production","1995","Terajoules","1352800",""
"Turkmenistan","Natural gas - Gross production","1994","Terajoules","1360514",""
"Turkmenistan","Natural gas - Gross production","1993","Terajoules","2477600",""
"Turkmenistan","Natural gas - Gross production","1992","Terajoules","2040403",""
"Ukraine","Natural gas - Gross production","2021","Terajoules","677296.805",""
"Ukraine","Natural gas - Gross production","2020","Terajoules","694527.9",""
"Ukraine","Natural gas - Gross production","2019","Terajoules","759091.542",""
"Ukraine","Natural gas - Gross production","2018","Terajoules","766963",""
"Ukraine","Natural gas - Gross production","2017","Terajoules","719737",""
"Ukraine","Natural gas - Gross production","2016","Terajoules","705926",""
"Ukraine","Natural gas - Gross production","2015","Terajoules","689341",""
"Ukraine","Natural gas - Gross production","2014","Terajoules","700102",""
"Ukraine","Natural gas - Gross production","2013","Terajoules","745543",""
"Ukraine","Natural gas - Gross production","2012","Terajoules","716824",""
"Ukraine","Natural gas - Gross production","2011","Terajoules","722386",""
"Ukraine","Natural gas - Gross production","2010","Terajoules","718083",""
"Ukraine","Natural gas - Gross production","2009","Terajoules","752283",""
"Ukraine","Natural gas - Gross production","2008","Terajoules","750124",""
"Ukraine","Natural gas - Gross production","2007","Terajoules","738239",""
"Ukraine","Natural gas - Gross production","2006","Terajoules","738072",""
"Ukraine","Natural gas - Gross production","2005","Terajoules","727464",""
"Ukraine","Natural gas - Gross production","2004","Terajoules","799130",""
"Ukraine","Natural gas - Gross production","2003","Terajoules","748794",""
"Ukraine","Natural gas - Gross production","2002","Terajoules","728882",""
"Ukraine","Natural gas - Gross production","2001","Terajoules","715529",""
"Ukraine","Natural gas - Gross production","2000","Terajoules","697834",""
"Ukraine","Natural gas - Gross production","1999","Terajoules","705950",""
"Ukraine","Natural gas - Gross production","1998","Terajoules","701072",""
"Ukraine","Natural gas - Gross production","1997","Terajoules","707472",""
"Ukraine","Natural gas - Gross production","1996","Terajoules","718280",""
"Ukraine","Natural gas - Gross production","1995","Terajoules","708642",""
"Ukraine","Natural gas - Gross production","1994","Terajoules","689910",""
"Ukraine","Natural gas - Gross production","1993","Terajoules","723840",""
"Ukraine","Natural gas - Gross production","1992","Terajoules","754490",""
"United Arab Emirates","Natural gas - Gross production","2020","Terajoules","2959109.1",""
"United Arab Emirates","Natural gas - Gross production","2019","Terajoules","2960932.037",""
"United Arab Emirates","Natural gas - Gross production","2018","Terajoules","2523902.3",""
"United Arab Emirates","Natural gas - Gross production","2017","Terajoules","2925111.7",""
"United Arab Emirates","Natural gas - Gross production","2016","Terajoules","3549247.1",""
"United Arab Emirates","Natural gas - Gross production","2015","Terajoules","3512307.5247",""
"United Arab Emirates","Natural gas - Gross production","2014","Terajoules","3266295.8",""
"United Arab Emirates","Natural gas - Gross production","2013","Terajoules","3269803.716",""
"United Arab Emirates","Natural gas - Gross production","2012","Terajoules","3219232.5",""
"United Arab Emirates","Natural gas - Gross production","2011","Terajoules","3217671.66",""
"United Arab Emirates","Natural gas - Gross production","2010","Terajoules","3099380",""
"United Arab Emirates","Natural gas - Gross production","2009","Terajoules","2959365",""
"United Arab Emirates","Natural gas - Gross production","2008","Terajoules","3054898",""
"United Arab Emirates","Natural gas - Gross production","2007","Terajoules","3014103",""
"United Arab Emirates","Natural gas - Gross production","2006","Terajoules","2970582",""
"United Arab Emirates","Natural gas - Gross production","2005","Terajoules","2676644",""
"United Arab Emirates","Natural gas - Gross production","2004","Terajoules","2653626.5388",""
"United Arab Emirates","Natural gas - Gross production","2003","Terajoules","2496013.2005",""
"United Arab Emirates","Natural gas - Gross production","2002","Terajoules","2489799.2389",""
"United Arab Emirates","Natural gas - Gross production","2001","Terajoules","2302173",""
"United Arab Emirates","Natural gas - Gross production","2000","Terajoules","1971731.13",""
"United Arab Emirates","Natural gas - Gross production","1999","Terajoules","1886021.0001",""
"United Arab Emirates","Natural gas - Gross production","1998","Terajoules","1845976",""
"United Arab Emirates","Natural gas - Gross production","1997","Terajoules","1812586",""
"United Arab Emirates","Natural gas - Gross production","1996","Terajoules","1824008",""
"United Arab Emirates","Natural gas - Gross production","1995","Terajoules","1539251",""
"United Arab Emirates","Natural gas - Gross production","1994","Terajoules","1334049",""
"United Arab Emirates","Natural gas - Gross production","1993","Terajoules","1192192",""
"United Arab Emirates","Natural gas - Gross production","1992","Terajoules","1136665",""
"United Arab Emirates","Natural gas - Gross production","1991","Terajoules","1162264",""
"United Arab Emirates","Natural gas - Gross production","1990","Terajoules","1047422",""
"United Kingdom","Natural gas - Gross production","2021","Terajoules","1307227",""
"United Kingdom","Natural gas - Gross production","2020","Terajoules","1627776",""
"United Kingdom","Natural gas - Gross production","2019","Terajoules","1628221",""
"United Kingdom","Natural gas - Gross production","2018","Terajoules","1683839",""
"United Kingdom","Natural gas - Gross production","2017","Terajoules","1730229",""
"United Kingdom","Natural gas - Gross production","2016","Terajoules","1723056.904",""
"United Kingdom","Natural gas - Gross production","2015","Terajoules","1673712",""
"United Kingdom","Natural gas - Gross production","2014","Terajoules","1539870",""
