"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Canada","Natural gas - Gross production","1997","Terajoules","7459192",""
"Canada","Natural gas - Gross production","1996","Terajoules","7318901",""
"Canada","Natural gas - Gross production","1995","Terajoules","7043812",""
"Canada","Natural gas - Gross production","1994","Terajoules","6755543",""
"Canada","Natural gas - Gross production","1993","Terajoules","6121947",""
"Canada","Natural gas - Gross production","1992","Terajoules","5610274",""
"Canada","Natural gas - Gross production","1991","Terajoules","5194693",""
"Canada","Natural gas - Gross production","1990","Terajoules","4980803",""
"Chile","Natural gas - Gross production","2021","Terajoules","52676.342",""
"Chile","Natural gas - Gross production","2020","Terajoules","50478.807",""
"Chile","Natural gas - Gross production","2019","Terajoules","64684.737",""
"Chile","Natural gas - Gross production","2018","Terajoules","53986.069",""
"Chile","Natural gas - Gross production","2017","Terajoules","53051.679",""
"Chile","Natural gas - Gross production","2016","Terajoules","56710",""
"Chile","Natural gas - Gross production","2015","Terajoules","47190",""
"Chile","Natural gas - Gross production","2014","Terajoules","36420",""
"Chile","Natural gas - Gross production","2013","Terajoules","44754",""
"Chile","Natural gas - Gross production","2012","Terajoules","54621",""
"Chile","Natural gas - Gross production","2011","Terajoules","63633",""
"Chile","Natural gas - Gross production","2010","Terajoules","77961",""
"Chile","Natural gas - Gross production","2009","Terajoules","78516",""
"Chile","Natural gas - Gross production","2008","Terajoules","79858",""
"Chile","Natural gas - Gross production","2007","Terajoules","81610",""
"Chile","Natural gas - Gross production","2006","Terajoules","79276",""
"Chile","Natural gas - Gross production","2005","Terajoules","82645",""
"Chile","Natural gas - Gross production","2004","Terajoules","72953",""
"Chile","Natural gas - Gross production","2003","Terajoules","75896",""
"Chile","Natural gas - Gross production","2002","Terajoules","89332",""
"Chile","Natural gas - Gross production","2001","Terajoules","97870",""
"Chile","Natural gas - Gross production","2000","Terajoules","98470",""
"Chile","Natural gas - Gross production","1999","Terajoules","106977",""
"Chile","Natural gas - Gross production","1998","Terajoules","111145",""
"Chile","Natural gas - Gross production","1997","Terajoules","116893",""
"Chile","Natural gas - Gross production","1996","Terajoules","140248",""
"Chile","Natural gas - Gross production","1995","Terajoules","144537",""
"Chile","Natural gas - Gross production","1994","Terajoules","162243",""
"Chile","Natural gas - Gross production","1993","Terajoules","159953",""
"Chile","Natural gas - Gross production","1992","Terajoules","154052",""
"Chile","Natural gas - Gross production","1991","Terajoules","155325",""
"Chile","Natural gas - Gross production","1990","Terajoules","160518",""
"China","Natural gas - Gross production","2020","Terajoules","8501973.522",""
"China","Natural gas - Gross production","2019","Terajoules","7753472.7",""
"China","Natural gas - Gross production","2018","Terajoules","6965248.5",""
"China","Natural gas - Gross production","2017","Terajoules","6333108.3",""
"China","Natural gas - Gross production","2016","Terajoules","5794618.5",""
"China","Natural gas - Gross production","2015","Terajoules","5466842.1",""
"China","Natural gas - Gross production","2014","Terajoules","5320045.098",""
"China","Natural gas - Gross production","2013","Terajoules","4650688",""
"China","Natural gas - Gross production","2012","Terajoules","4182496",""
"China","Natural gas - Gross production","2011","Terajoules","3957609",""
"China","Natural gas - Gross production","2010","Terajoules","3592836",""
"China","Natural gas - Gross production","2009","Terajoules","3177123",""
"China","Natural gas - Gross production","2008","Terajoules","2991978",""
"China","Natural gas - Gross production","2007","Terajoules","2579882",""
"China","Natural gas - Gross production","2006","Terajoules","2181685",""
"China","Natural gas - Gross production","2005","Terajoules","1837663",""
"China","Natural gas - Gross production","2004","Terajoules","1544800",""
"China","Natural gas - Gross production","2003","Terajoules","1304659",""
"China","Natural gas - Gross production","2002","Terajoules","1216949",""
"China","Natural gas - Gross production","2001","Terajoules","1459431",""
"China","Natural gas - Gross production","2000","Terajoules","1308864",""
"China","Natural gas - Gross production","1999","Terajoules","1212584",""
"China","Natural gas - Gross production","1998","Terajoules","1120237",""
"China","Natural gas - Gross production","1997","Terajoules","997494",""
"China","Natural gas - Gross production","1996","Terajoules","967930",""
"China","Natural gas - Gross production","1995","Terajoules","863650",""
"China","Natural gas - Gross production","1994","Terajoules","844978",""
"China","Natural gas - Gross production","1993","Terajoules","726278",""
"China","Natural gas - Gross production","1992","Terajoules","614720",""
"China","Natural gas - Gross production","1991","Terajoules","625621",""
"China","Natural gas - Gross production","1990","Terajoules","595644",""
"Colombia","Natural gas - Gross production","2021","Terajoules","449703.495",""
"Colombia","Natural gas - Gross production","2020","Terajoules","785401.55",""
"Colombia","Natural gas - Gross production","2019","Terajoules","813163.405",""
"Colombia","Natural gas - Gross production","2018","Terajoules","849253.891",""
"Colombia","Natural gas - Gross production","2017","Terajoules","884673.578",""
"Colombia","Natural gas - Gross production","2016","Terajoules","933180.235",""
"Colombia","Natural gas - Gross production","2015","Terajoules","934699.362",""
"Colombia","Natural gas - Gross production","2014","Terajoules","982705.66",""
"Colombia","Natural gas - Gross production","2013","Terajoules","1057802",""
"Colombia","Natural gas - Gross production","2012","Terajoules","1178771",""
"Colombia","Natural gas - Gross production","2011","Terajoules","1174006",""
"Colombia","Natural gas - Gross production","2010","Terajoules","1203907",""
"Colombia","Natural gas - Gross production","2009","Terajoules","1591954",""
"Colombia","Natural gas - Gross production","2008","Terajoules","1170956",""
"Colombia","Natural gas - Gross production","2007","Terajoules","1163150",""
"Colombia","Natural gas - Gross production","2006","Terajoules","1250482",""
"Colombia","Natural gas - Gross production","2005","Terajoules","306310.63",""
"Colombia","Natural gas - Gross production","2004","Terajoules","298770",""
"Colombia","Natural gas - Gross production","2003","Terajoules","280216",""
"Colombia","Natural gas - Gross production","2002","Terajoules","296184",""
"Colombia","Natural gas - Gross production","2001","Terajoules","287800",""
"Colombia","Natural gas - Gross production","2000","Terajoules","277370",""
"Colombia","Natural gas - Gross production","1999","Terajoules","243222",""
"Colombia","Natural gas - Gross production","1998","Terajoules","293711",""
"Colombia","Natural gas - Gross production","1997","Terajoules","278688",""
"Colombia","Natural gas - Gross production","1996","Terajoules","226907",""
"Colombia","Natural gas - Gross production","1995","Terajoules","185726",""
"Colombia","Natural gas - Gross production","1994","Terajoules","200100",""
"Colombia","Natural gas - Gross production","1993","Terajoules","202597",""
"Colombia","Natural gas - Gross production","1992","Terajoules","192585",""
"Colombia","Natural gas - Gross production","1991","Terajoules","197725",""
"Colombia","Natural gas - Gross production","1990","Terajoules","192335",""
"Congo","Natural gas - Gross production","2021","Terajoules","40014",""
"Congo","Natural gas - Gross production","2020","Terajoules","40024.069",""
"Congo","Natural gas - Gross production","2019","Terajoules","38328.072",""
"Congo","Natural gas - Gross production","2018","Terajoules","27316.288",""
"Congo","Natural gas - Gross production","2017","Terajoules","24044.76",""
"Congo","Natural gas - Gross production","2016","Terajoules","22868",""
"Congo","Natural gas - Gross production","2015","Terajoules","19968",""
"Congo","Natural gas - Gross production","2014","Terajoules","10632",""
"Congo","Natural gas - Gross production","2013","Terajoules","11766",""
"Congo","Natural gas - Gross production","2012","Terajoules","8293",""
"Congo","Natural gas - Gross production","2011","Terajoules","5734",""
"Congo","Natural gas - Gross production","2010","Terajoules","3923",""
"Congo","Natural gas - Gross production","2009","Terajoules","2125",""
"Congo","Natural gas - Gross production","2008","Terajoules","987",""
"Congo","Natural gas - Gross production","2007","Terajoules","824",""
"Congo","Natural gas - Gross production","2006","Terajoules","926",""
"Congo","Natural gas - Gross production","2005","Terajoules","891",""
"Congo","Natural gas - Gross production","2004","Terajoules","766",""
"Congo","Natural gas - Gross production","2003","Terajoules","651",""
"Congo","Natural gas - Gross production","2002","Terajoules","0",""
"Congo","Natural gas - Gross production","2001","Terajoules","0",""
"Côte d'Ivoire","Natural gas - Gross production","2020","Terajoules","88770.212",""
"Côte d'Ivoire","Natural gas - Gross production","2019","Terajoules","86558.354",""
"Côte d'Ivoire","Natural gas - Gross production","2018","Terajoules","79833",""
"Côte d'Ivoire","Natural gas - Gross production","2017","Terajoules","87679",""
"Côte d'Ivoire","Natural gas - Gross production","2016","Terajoules","97045.2",""
"Côte d'Ivoire","Natural gas - Gross production","2015","Terajoules","78464",""
"Côte d'Ivoire","Natural gas - Gross production","2014","Terajoules","76838",""
"Côte d'Ivoire","Natural gas - Gross production","2013","Terajoules","76205",""
"Côte d'Ivoire","Natural gas - Gross production","2012","Terajoules","66359",""
"Côte d'Ivoire","Natural gas - Gross production","2011","Terajoules","60836",""
"Côte d'Ivoire","Natural gas - Gross production","2010","Terajoules","61712",""
"Côte d'Ivoire","Natural gas - Gross production","2009","Terajoules","56594",""
"Côte d'Ivoire","Natural gas - Gross production","2008","Terajoules","61754",""
"Côte d'Ivoire","Natural gas - Gross production","2007","Terajoules","58683",""
"Côte d'Ivoire","Natural gas - Gross production","2006","Terajoules","63680.9999",""
"Côte d'Ivoire","Natural gas - Gross production","2005","Terajoules","67802.8896",""
"Côte d'Ivoire","Natural gas - Gross production","2004","Terajoules","60708.8718",""
"Côte d'Ivoire","Natural gas - Gross production","2003","Terajoules","47769.5082",""
"Côte d'Ivoire","Natural gas - Gross production","2002","Terajoules","54356.253",""
"Côte d'Ivoire","Natural gas - Gross production","2001","Terajoules","53353.4133",""
"Côte d'Ivoire","Natural gas - Gross production","2000","Terajoules","49127.439",""
"Côte d'Ivoire","Natural gas - Gross production","1999","Terajoules","48620.166",""
"Côte d'Ivoire","Natural gas - Gross production","1998","Terajoules","33296.6193",""
"Côte d'Ivoire","Natural gas - Gross production","1997","Terajoules","28554",""
"Côte d'Ivoire","Natural gas - Gross production","1996","Terajoules","17406",""
"Côte d'Ivoire","Natural gas - Gross production","1995","Terajoules","1934",""
"Croatia","Natural gas - Gross production","2020","Terajoules","32799.7",""
"Croatia","Natural gas - Gross production","2019","Terajoules","39601.218",""
"Croatia","Natural gas - Gross production","2018","Terajoules","47345.182",""
"Croatia","Natural gas - Gross production","2017","Terajoules","57197.167",""
"Croatia","Natural gas - Gross production","2016","Terajoules","63692",""
"Croatia","Natural gas - Gross production","2015","Terajoules","68450",""
"Croatia","Natural gas - Gross production","2014","Terajoules","67163",""
"Croatia","Natural gas - Gross production","2013","Terajoules","70119",""
"Croatia","Natural gas - Gross production","2012","Terajoules","76050",""
"Croatia","Natural gas - Gross production","2011","Terajoules","93364",""
"Croatia","Natural gas - Gross production","2010","Terajoules","103028",""
"Croatia","Natural gas - Gross production","2009","Terajoules","102181",""
"Croatia","Natural gas - Gross production","2008","Terajoules","102080",""
"Croatia","Natural gas - Gross production","2007","Terajoules","109900",""
"Croatia","Natural gas - Gross production","2006","Terajoules","103113",""
"Croatia","Natural gas - Gross production","2005","Terajoules","86769",""
"Croatia","Natural gas - Gross production","2004","Terajoules","83528",""
"Croatia","Natural gas - Gross production","2003","Terajoules","83205",""
"Croatia","Natural gas - Gross production","2002","Terajoules","80572",""
"Croatia","Natural gas - Gross production","2001","Terajoules","76395",""
"Croatia","Natural gas - Gross production","2000","Terajoules","63023",""
"Croatia","Natural gas - Gross production","1999","Terajoules","58919",""
"Croatia","Natural gas - Gross production","1998","Terajoules","59660",""
"Croatia","Natural gas - Gross production","1997","Terajoules","65254",""
"Croatia","Natural gas - Gross production","1996","Terajoules","67853",""
"Croatia","Natural gas - Gross production","1995","Terajoules","74723",""
"Croatia","Natural gas - Gross production","1994","Terajoules","68096",""
"Croatia","Natural gas - Gross production","1993","Terajoules","77862",""
"Croatia","Natural gas - Gross production","1992","Terajoules","68514",""
"Cuba","Natural gas - Gross production","2021","Terajoules","25437.7899",""
"Cuba","Natural gas - Gross production","2020","Terajoules","34915.9908",""
"Cuba","Natural gas - Gross production","2019","Terajoules","37112.8731",""
"Cuba","Natural gas - Gross production","2018","Terajoules","37854.2721",""
"Cuba","Natural gas - Gross production","2017","Terajoules","41003.2668",""
"Cuba","Natural gas - Gross production","2016","Terajoules","46255.4934",""
"Cuba","Natural gas - Gross production","2015","Terajoules","48561.6345",""
"Cuba","Natural gas - Gross production","2014","Terajoules","46821.2979",""
"Cuba","Natural gas - Gross production","2013","Terajoules","41596.386",""
"Cuba","Natural gas - Gross production","2012","Terajoules","40387.000343",""
"Cuba","Natural gas - Gross production","2011","Terajoules","39800.998573",""
"Cuba","Natural gas - Gross production","2010","Terajoules","41868.459923",""
"Cuba","Natural gas - Gross production","2009","Terajoules","45068.099978",""
"Cuba","Natural gas - Gross production","2008","Terajoules","45302.218174",""
"Cuba","Natural gas - Gross production","2007","Terajoules","47527.578",""
"Cuba","Natural gas - Gross production","2006","Terajoules","42337.000001",""
"Cuba","Natural gas - Gross production","2005","Terajoules","28992",""
"Cuba","Natural gas - Gross production","2004","Terajoules","27470",""
"Cuba","Natural gas - Gross production","2003","Terajoules","25675",""
"Cuba","Natural gas - Gross production","2002","Terajoules","22827",""
"Cuba","Natural gas - Gross production","2001","Terajoules","23217",""
"Cuba","Natural gas - Gross production","2000","Terajoules","22397",""
"Cuba","Natural gas - Gross production","1999","Terajoules","17949",""
"Cuba","Natural gas - Gross production","1998","Terajoules","4720",""
"Cuba","Natural gas - Gross production","1997","Terajoules","1452",""
"Cuba","Natural gas - Gross production","1996","Terajoules","741",""
"Cuba","Natural gas - Gross production","1995","Terajoules","663",""
"Cuba","Natural gas - Gross production","1994","Terajoules","780",""
"Cuba","Natural gas - Gross production","1993","Terajoules","897",""
"Cuba","Natural gas - Gross production","1992","Terajoules","819",""
"Cuba","Natural gas - Gross production","1991","Terajoules","1444",""
"Cuba","Natural gas - Gross production","1990","Terajoules","1405",""
"Czechia","Natural gas - Gross production","2021","Terajoules","7801.71",""
"Czechia","Natural gas - Gross production","2020","Terajoules","7565.606",""
"Czechia","Natural gas - Gross production","2019","Terajoules","8026.465",""
"Czechia","Natural gas - Gross production","2018","Terajoules","8355.281",""
"Czechia","Natural gas - Gross production","2017","Terajoules","8768",""
"Czechia","Natural gas - Gross production","2016","Terajoules","8384",""
"Czechia","Natural gas - Gross production","2015","Terajoules","9529",""
"Czechia","Natural gas - Gross production","2014","Terajoules","9859",""
"Czechia","Natural gas - Gross production","2013","Terajoules","9579",""
"Czechia","Natural gas - Gross production","2012","Terajoules","9951",""
"Czechia","Natural gas - Gross production","2011","Terajoules","8811",""
"Czechia","Natural gas - Gross production","2010","Terajoules","9382",""
"Czechia","Natural gas - Gross production","2009","Terajoules","8453",""
"Czechia","Natural gas - Gross production","2008","Terajoules","7468",""
"Czechia","Natural gas - Gross production","2007","Terajoules","7630",""
"Czechia","Natural gas - Gross production","2006","Terajoules","6853",""
"Czechia","Natural gas - Gross production","2005","Terajoules","7170",""
"Czechia","Natural gas - Gross production","2004","Terajoules","7555",""
"Czechia","Natural gas - Gross production","2003","Terajoules","6098",""
"Czechia","Natural gas - Gross production","2002","Terajoules","5338",""
"Czechia","Natural gas - Gross production","2001","Terajoules","5671",""
"Czechia","Natural gas - Gross production","2000","Terajoules","7876",""
"Czechia","Natural gas - Gross production","1999","Terajoules","8153",""
"Czechia","Natural gas - Gross production","1998","Terajoules","7877",""
"Czechia","Natural gas - Gross production","1997","Terajoules","7597",""
"Czechia","Natural gas - Gross production","1996","Terajoules","8466",""
"Czechia","Natural gas - Gross production","1995","Terajoules","9210",""
"Czechia","Natural gas - Gross production","1994","Terajoules","8884",""
"Czechia","Natural gas - Gross production","1993","Terajoules","8753",""
"Czechia","Natural gas - Gross production","1992","Terajoules","6523",""
"Czechoslovakia (former)","Natural gas - Gross production","1991","Terajoules","18830",""
"Czechoslovakia (former)","Natural gas - Gross production","1990","Terajoules","22831",""
"Dem. Rep. of the Congo","Natural gas - Gross production","2018","Terajoules","12.385",""
"Dem. Rep. of the Congo","Natural gas - Gross production","2017","Terajoules","12.385",""
"Dem. Rep. of the Congo","Natural gas - Gross production","2016","Terajoules","14",""
"Dem. Rep. of the Congo","Natural gas - Gross production","2015","Terajoules","46",""
"Dem. Rep. of the Congo","Natural gas - Gross production","2014","Terajoules","80",""
"Dem. Rep. of the Congo","Natural gas - Gross production","2013","Terajoules","0",""
"Dem. Rep. of the Congo","Natural gas - Gross production","2012","Terajoules","0",""
"Dem. Rep. of the Congo","Natural gas - Gross production","2011","Terajoules","914",""
"Dem. Rep. of the Congo","Natural gas - Gross production","2010","Terajoules","914",""
"Dem. Rep. of the Congo","Natural gas - Gross production","2009","Terajoules","914",""
"Dem. Rep. of the Congo","Natural gas - Gross production","2008","Terajoules","914",""
"Dem. Rep. of the Congo","Natural gas - Gross production","2007","Terajoules","914",""
"Dem. Rep. of the Congo","Natural gas - Gross production","2006","Terajoules","457",""
"Denmark","Natural gas - Gross production","2021","Terajoules","50076.392",""
"Denmark","Natural gas - Gross production","2020","Terajoules","57218.859",""
"Denmark","Natural gas - Gross production","2019","Terajoules","131702.081",""
"Denmark","Natural gas - Gross production","2018","Terajoules","176116.45",""
"Denmark","Natural gas - Gross production","2017","Terajoules","206406.066",""
"Denmark","Natural gas - Gross production","2016","Terajoules","192895.281",""
"Denmark","Natural gas - Gross production","2015","Terajoules","196755.464",""
"Denmark","Natural gas - Gross production","2014","Terajoules","196232.814",""
"Denmark","Natural gas - Gross production","2013","Terajoules","203383",""
"Denmark","Natural gas - Gross production","2012","Terajoules","243124",""
"Denmark","Natural gas - Gross production","2011","Terajoules","277528",""
"Denmark","Natural gas - Gross production","2010","Terajoules","346820",""
"Denmark","Natural gas - Gross production","2009","Terajoules","353688",""
"Denmark","Natural gas - Gross production","2008","Terajoules","425280",""
"Denmark","Natural gas - Gross production","2007","Terajoules","391404",""
"Denmark","Natural gas - Gross production","2006","Terajoules","441673",""
"Denmark","Natural gas - Gross production","2005","Terajoules","444626",""
"Denmark","Natural gas - Gross production","2004","Terajoules","406469",""
"Denmark","Natural gas - Gross production","2003","Terajoules","345453",""
"Denmark","Natural gas - Gross production","2002","Terajoules","363567",""
"Denmark","Natural gas - Gross production","2001","Terajoules","392158",""
"Denmark","Natural gas - Gross production","2000","Terajoules","383759",""
"Denmark","Natural gas - Gross production","1999","Terajoules","369602",""
"Denmark","Natural gas - Gross production","1998","Terajoules","349528",""
"Denmark","Natural gas - Gross production","1997","Terajoules","360135",""
"Denmark","Natural gas - Gross production","1996","Terajoules","289801",""
"Denmark","Natural gas - Gross production","1995","Terajoules","239498",""
"Denmark","Natural gas - Gross production","1994","Terajoules","224023",""
"Denmark","Natural gas - Gross production","1993","Terajoules","207147",""
"Denmark","Natural gas - Gross production","1992","Terajoules","178625",""
"Denmark","Natural gas - Gross production","1991","Terajoules","171555",""
"Denmark","Natural gas - Gross production","1990","Terajoules","133535",""
"Ecuador","Natural gas - Gross production","2021","Terajoules","45315.175",""
"Ecuador","Natural gas - Gross production","2020","Terajoules","44880.750954",""
"Ecuador","Natural gas - Gross production","2019","Terajoules","50351.416736",""
"Ecuador","Natural gas - Gross production","2018","Terajoules","52820.145757",""
"Ecuador","Natural gas - Gross production","2017","Terajoules","57116.930446",""
"Ecuador","Natural gas - Gross production","2016","Terajoules","61484.215269",""
"Ecuador","Natural gas - Gross production","2015","Terajoules","58275.9",""
"Ecuador","Natural gas - Gross production","2014","Terajoules","60820.3",""
"Ecuador","Natural gas - Gross production","2013","Terajoules","56607.4",""
"Ecuador","Natural gas - Gross production","2012","Terajoules","53756.9",""
"Ecuador","Natural gas - Gross production","2011","Terajoules","46376.2",""
"Ecuador","Natural gas - Gross production","2010","Terajoules","48767.3",""
"Ecuador","Natural gas - Gross production","2009","Terajoules","49069.5",""
"Ecuador","Natural gas - Gross production","2008","Terajoules","58072.1",""
"Ecuador","Natural gas - Gross production","2007","Terajoules","59172.1",""
"Ecuador","Natural gas - Gross production","2006","Terajoules","57307",""
"Ecuador","Natural gas - Gross production","2005","Terajoules","56405",""
"Ecuador","Natural gas - Gross production","2004","Terajoules","62514",""
"Ecuador","Natural gas - Gross production","2003","Terajoules","51289",""
"Ecuador","Natural gas - Gross production","2002","Terajoules","44669",""
"Ecuador","Natural gas - Gross production","2001","Terajoules","40513.9981",""
"Ecuador","Natural gas - Gross production","2000","Terajoules","40207.0004",""
"Ecuador","Natural gas - Gross production","1999","Terajoules","37629",""
"Ecuador","Natural gas - Gross production","1998","Terajoules","37809",""
"Ecuador","Natural gas - Gross production","1997","Terajoules","33510",""
"Ecuador","Natural gas - Gross production","1996","Terajoules","36516",""
"Ecuador","Natural gas - Gross production","1995","Terajoules","39576",""
"Ecuador","Natural gas - Gross production","1994","Terajoules","38874",""
"Ecuador","Natural gas - Gross production","1993","Terajoules","41094",""
"Ecuador","Natural gas - Gross production","1992","Terajoules","36647",""
"Ecuador","Natural gas - Gross production","1991","Terajoules","40448",""
"Ecuador","Natural gas - Gross production","1990","Terajoules","44227","1"
"Egypt","Natural gas - Gross production","2020","Terajoules","2385029.624",""
"Egypt","Natural gas - Gross production","2019","Terajoules","2658004.293",""
"Egypt","Natural gas - Gross production","2018","Terajoules","1922600",""
"Egypt","Natural gas - Gross production","2017","Terajoules","2009593",""
"Egypt","Natural gas - Gross production","2016","Terajoules","1641421",""
"Egypt","Natural gas - Gross production","2015","Terajoules","1477976",""
"Egypt","Natural gas - Gross production","2014","Terajoules","1660361",""
"Egypt","Natural gas - Gross production","2013","Terajoules","1923480",""
"Egypt","Natural gas - Gross production","2012","Terajoules","2149400",""
"Egypt","Natural gas - Gross production","2011","Terajoules","2235762",""
"Egypt","Natural gas - Gross production","2010","Terajoules","2183923",""
"Egypt","Natural gas - Gross production","2009","Terajoules","2383964",""
"Egypt","Natural gas - Gross production","2008","Terajoules","2391117",""
"Egypt","Natural gas - Gross production","2007","Terajoules","2305000",""
"Egypt","Natural gas - Gross production","2006","Terajoules","2157834",""
"Egypt","Natural gas - Gross production","2005","Terajoules","2008168",""
"Egypt","Natural gas - Gross production","2004","Terajoules","1336413.0012",""
"Egypt","Natural gas - Gross production","2003","Terajoules","1239023.9992",""
"Egypt","Natural gas - Gross production","2002","Terajoules","1101806.0011",""
"Egypt","Natural gas - Gross production","2001","Terajoules","906436",""
"Egypt","Natural gas - Gross production","2000","Terajoules","853213",""
"Egypt","Natural gas - Gross production","1999","Terajoules","667889",""
"Egypt","Natural gas - Gross production","1998","Terajoules","552483",""
"Egypt","Natural gas - Gross production","1997","Terajoules","529490",""
"Egypt","Natural gas - Gross production","1996","Terajoules","582264",""
"Egypt","Natural gas - Gross production","1995","Terajoules","547638",""
"Egypt","Natural gas - Gross production","1994","Terajoules","428650",""
"Egypt","Natural gas - Gross production","1993","Terajoules","393981",""
"Egypt","Natural gas - Gross production","1992","Terajoules","344617",""
"Egypt","Natural gas - Gross production","1991","Terajoules","317999",""
"Egypt","Natural gas - Gross production","1990","Terajoules","278005",""
"Equatorial Guinea","Natural gas - Gross production","2021","Terajoules","365759.34",""
"Equatorial Guinea","Natural gas - Gross production","2020","Terajoules","651922.255",""
"Equatorial Guinea","Natural gas - Gross production","2019","Terajoules","689861.06833",""
"Equatorial Guinea","Natural gas - Gross production","2018","Terajoules","795197.41933",""
"Equatorial Guinea","Natural gas - Gross production","2017","Terajoules","848708.085455",""
"Equatorial Guinea","Natural gas - Gross production","2016","Terajoules","862973.11718",""
"Equatorial Guinea","Natural gas - Gross production","2015","Terajoules","913925.33",""
"Equatorial Guinea","Natural gas - Gross production","2014","Terajoules","744588.2",""
"Equatorial Guinea","Natural gas - Gross production","2013","Terajoules","587219.04",""
"Equatorial Guinea","Natural gas - Gross production","2012","Terajoules","448391.51",""
"Equatorial Guinea","Natural gas - Gross production","2011","Terajoules","410961.84",""
"Equatorial Guinea","Natural gas - Gross production","2010","Terajoules","376737.01",""
"Equatorial Guinea","Natural gas - Gross production","2009","Terajoules","300034.998845",""
"Equatorial Guinea","Natural gas - Gross production","2008","Terajoules","287548.998845",""
"Equatorial Guinea","Natural gas - Gross production","2007","Terajoules","167288.001665",""
"Equatorial Guinea","Natural gas - Gross production","2006","Terajoules","123985.998418",""
"Equatorial Guinea","Natural gas - Gross production","2005","Terajoules","143985.998418",""
"Equatorial Guinea","Natural gas - Gross production","2004","Terajoules","183986",""
"Equatorial Guinea","Natural gas - Gross production","2003","Terajoules","149669.1772",""
"Equatorial Guinea","Natural gas - Gross production","2002","Terajoules","149659",""
"Equatorial Guinea","Natural gas - Gross production","2001","Terajoules","50980.4",""
"Equatorial Guinea","Natural gas - Gross production","2000","Terajoules","4891",""
"Equatorial Guinea","Natural gas - Gross production","1999","Terajoules","2350.4",""
"Equatorial Guinea","Natural gas - Gross production","1998","Terajoules","780.4",""
"France","Natural gas - Gross production","2021","Terajoules","929.915",""
"France","Natural gas - Gross production","2020","Terajoules","724.474",""
"France","Natural gas - Gross production","2019","Terajoules","667.553",""
"France","Natural gas - Gross production","2018","Terajoules","360.463",""
"France","Natural gas - Gross production","2017","Terajoules","657.978",""
"France","Natural gas - Gross production","2016","Terajoules","837",""
"France","Natural gas - Gross production","2015","Terajoules","890",""
"France","Natural gas - Gross production","2014","Terajoules","583",""
"France","Natural gas - Gross production","2013","Terajoules","14261",""
"France","Natural gas - Gross production","2012","Terajoules","22101",""
"France","Natural gas - Gross production","2011","Terajoules","24660",""
"France","Natural gas - Gross production","2010","Terajoules","31244",""
"France","Natural gas - Gross production","2009","Terajoules","36916",""
"France","Natural gas - Gross production","2008","Terajoules","39174",""
"France","Natural gas - Gross production","2007","Terajoules","44185",""
"France","Natural gas - Gross production","2006","Terajoules","51242",""
"France","Natural gas - Gross production","2005","Terajoules","48275",""
"France","Natural gas - Gross production","2004","Terajoules","61530",""
"France","Natural gas - Gross production","2003","Terajoules","66821",""
"France","Natural gas - Gross production","2002","Terajoules","75438",""
"France","Natural gas - Gross production","2001","Terajoules","82312",""
"France","Natural gas - Gross production","2000","Terajoules","77791",""
"France","Natural gas - Gross production","1999","Terajoules","87385",""
"France","Natural gas - Gross production","1998","Terajoules","92325",""
"France","Natural gas - Gross production","1997","Terajoules","106733",""
"France","Natural gas - Gross production","1996","Terajoules","120463",""
"France","Natural gas - Gross production","1995","Terajoules","138258",""
"France","Natural gas - Gross production","1994","Terajoules","144907",""
"France","Natural gas - Gross production","1993","Terajoules","140724",""
"France","Natural gas - Gross production","1992","Terajoules","136354",""
"France","Natural gas - Gross production","1991","Terajoules","139780",""
"France","Natural gas - Gross production","1990","Terajoules","122670",""
"Gabon","Natural gas - Gross production","2020","Terajoules","71659.716","1"
"Gabon","Natural gas - Gross production","2019","Terajoules","70684.854","1"
"Gabon","Natural gas - Gross production","2018","Terajoules","69872.469","1"
"Gabon","Natural gas - Gross production","2017","Terajoules","66759.9","1"
"Gabon","Natural gas - Gross production","2016","Terajoules","76273","1"
"Gabon","Natural gas - Gross production","2015","Terajoules","76235","1"
"Gabon","Natural gas - Gross production","2014","Terajoules","75735","1"
"Gabon","Natural gas - Gross production","2013","Terajoules","74566.642315117","1"
"Gabon","Natural gas - Gross production","2012","Terajoules","75156.348614383","1"
"Gabon","Natural gas - Gross production","2011","Terajoules","75155.011565006","1"
"Gabon","Natural gas - Gross production","2010","Terajoules","86692.477666884",""
"Gabon","Natural gas - Gross production","2009","Terajoules","83525.477666884",""
"Gabon","Natural gas - Gross production","2008","Terajoules","81201.477666884",""
"Gabon","Natural gas - Gross production","2007","Terajoules","80440.477666884",""
"Gabon","Natural gas - Gross production","2006","Terajoules","79995.477666884",""
"Gabon","Natural gas - Gross production","2005","Terajoules","79829.477822968",""
"Gabon","Natural gas - Gross production","2004","Terajoules","79554.477822968",""
"Gabon","Natural gas - Gross production","2003","Terajoules","82008.756045775",""
"Gabon","Natural gas - Gross production","2002","Terajoules","87563.951739366",""
"Gabon","Natural gas - Gross production","2001","Terajoules","90833.869054066",""
"Gabon","Natural gas - Gross production","2000","Terajoules","95274.425304575",""
"Gabon","Natural gas - Gross production","1999","Terajoules","97593.703644445",""
"Gabon","Natural gas - Gross production","1998","Terajoules","97594.703644445",""
"Gabon","Natural gas - Gross production","1997","Terajoules","97911.703644445",""
