,index,Source,Info Category,COUNTRY,TIME,PRODUCT,EFFICIENCY,FOSSILFUEL,HGENCELL,NUCLEAR,OTHERPANDS,OTHERTECH,RENEWABLE,TOTAL,UNALLOC
4,4,IEA,Energy Budget,AUSTRALI,1979,RDDUSD,,"49,627,000.0",,,,,"23,796,000.0","73,423,000.0",
10,10,IEA,Energy Budget,AUSTRALI,1980,RDDUSD,"18,165,000.0","69,799,000.0",,,"6,526,000.0","12,244,000.0","33,503,999.999999996","140,238,000.0",
16,16,IEA,Energy Budget,AUSTRALI,1981,RDDUSD,"21,415,000.0","80,315,000.0",,,"7,240,000.0","16,344,000.000000002","41,486,000.0","166,801,000.0",
22,22,IEA,Energy Budget,AUSTRALI,1983,RDDUSD,"32,424,000.0","112,141,000.0",,"37,840,000.0","12,538,000.0","14,519,000.0","32,725,000.0","242,162,000.0",
28,28,IEA,Energy Budget,AUSTRALI,1985,RDDUSD,"19,871,000.0","77,752,000.0",,"23,962,000.0","8,766,000.0","562,000.0","21,264,000.0","152,177,000.0",
34,34,IEA,Energy Budget,AUSTRALI,1987,RDDUSD,"10,596,000.0","66,203,999.99999999",,"41,593,000.0","2,115,000.0","811,000.0","2,056,000.0","123,355,000.0",
40,40,IEA,Energy Budget,AUSTRALI,1989,RDDUSD,"11,055,000.0","73,862,000.0",,"37,580,000.0","19,413,000.0","3,303,000.0","9,386,000.0","154,599,000.0",
46,46,IEA,Energy Budget,AUSTRALI,1993,RDDUSD,"10,281,000.0","104,428,000.0",,"1,778,000.0","12,739,000.0","24,488,000.0","16,897,000.0","170,610,000.0",
52,52,IEA,Energy Budget,AUSTRALI,1995,RDDUSD,"20,642,000.0","89,423,000.0",,"11,604,000.0","10,017,000.0","32,929,000.000000004","7,939,000.0","172,554,000.0",
58,58,IEA,Energy Budget,AUSTRALI,1997,RDDUSD,"14,620,000.0","163,675,000.0",,"1,709,000.0","9,346,000.0","25,943,000.0","11,796,000.0","227,088,000.0",
64,64,IEA,Energy Budget,AUSTRALI,1999,RDDUSD,"13,327,000.0","125,977,000.0",,"5,074,000.0","16,733,000.0","12,804,000.0","19,022,000.0","192,937,000.0",
70,70,IEA,Energy Budget,AUSTRALI,2001,RDDUSD,"17,886,000.0","123,658,000.0",,"5,557,000.0","10,773,000.0","25,221,000.0","20,226,000.0","203,321,000.0",
76,76,IEA,Energy Budget,AUSTRALI,2003,RDDUSD,"16,617,000.0","101,985,000.0",,"1,653,000.0","7,698,000.0","39,378,000.0","19,849,000.0","187,180,000.0",
82,82,IEA,Energy Budget,AUSTRALI,2004,RDDUSD,"57,978,000.0","64,568,000.0","358,000.0","36,624,000.0","11,501,000.0","156,731,000.0","46,381,000.0","374,143,000.0",
88,88,IEA,Energy Budget,AUSTRALI,2005,RDDUSD,"36,480,000.0","60,963,000.0",,"24,888,000.0","13,609,000.0","96,751,000.0","33,009,999.999999996","265,701,000.00000003",
94,94,IEA,Energy Budget,AUSTRALI,2006,RDDUSD,"33,025,000.0","70,684,000.0","218,000.0","19,184,000.0","14,408,000.0","109,246,000.0","42,291,000.0","289,055,000.0",
100,100,IEA,Energy Budget,AUSTRALI,2007,RDDUSD,"35,857,000.0","74,698,000.0","685,000.0","16,367,000.0","14,415,000.0","127,328,000.0","51,122,000.0","320,471,000.0",
106,106,IEA,Energy Budget,AUSTRALI,2008,RDDUSD,"42,807,000.0","70,492,000.0","326,000.0","25,510,000.0","14,025,000.0","128,027,999.99999999","44,986,000.0","326,173,000.0",
113,113,IEA,Energy Budget,AUSTRALI,2009,RDDUSD,"38,253,000.0","291,898,000.0","1,195,000.0","2,819,000.0","16,640,999.999999998","10,062,000.0","86,132,000.0","446,999,000.0",
120,120,IEA,Energy Budget,AUSTRALI,2010,RDDUSD,"121,658,000.0","206,576,000.0","2,238,000.0","2,750,000.0","12,709,000.0","10,915,000.0","90,533,000.0","447,380,000.0",
127,127,IEA,Energy Budget,AUSTRALI,2011,RDDUSD,"87,769,000.0","232,460,000.0","2,227,000.0","5,404,000.0","10,565,000.0","7,387,000.0","175,333,000.0","521,145,999.99999994",
134,134,IEA,Energy Budget,AUSTRALI,2012,RDDUSD,"63,575,000.0","350,566,000.0","200,000.0","10,280,000.0","16,837,000.0","13,396,000.0","228,078,000.0","682,933,000.0",
141,141,IEA,Energy Budget,AUSTRALI,2013,RDDUSD,"62,762,000.0","285,867,000.0","1,624,000.0","7,786,000.0","21,056,000.0","8,208,000.0","453,305,000.0","840,607,000.0",
148,148,IEA,Energy Budget,AUSTRALI,2014,RDDUSD,"25,948,000.0","136,024,000.0","3,560,000.0","6,882,000.0","9,369,000.0","192,000.0","82,418,000.0","271,153,000.0","6,761,000.0"
155,155,IEA,Energy Budget,AUSTRALI,2015,RDDUSD,"25,876,000.0","56,592,000.0","3,645,000.0","8,010,999.999999999","14,755,000.0","1,929,000.0","133,066,000.0","246,165,000.0","2,290,000.0"
162,162,IEA,Energy Budget,AUSTRALI,2016,RDDUSD,"18,683,000.0","36,842,000.0","3,379,000.0","15,275,000.0","16,262,000.0","2,237,000.0","48,902,000.0","147,722,000.0","6,141,000.0"
169,169,IEA,Energy Budget,AUSTRALI,2017,RDDUSD,"23,610,000.0","57,015,000.0","4,936,000.0","8,413,000.0","14,248,000.0","2,159,000.0","57,517,000.0","170,784,000.0","2,886,000.0"
176,176,IEA,Energy Budget,AUSTRALI,2018,RDDUSD,"27,014,000.0","58,496,000.0","26,507,000.0","7,218,000.0","16,716,999.999999998","1,957,000.0","54,639,000.0","194,728,000.0","2,180,000.0"
183,183,IEA,Energy Budget,AUSTRALI,2019,RDDUSD,"36,843,000.0","54,473,000.0","39,644,000.0","7,796,000.0","31,429,000.0","14,870,000.0","60,321,000.0","245,376,000.0",
191,191,IEA,Energy Budget,AUSTRALI,2020,RDDUSD,"24,200,000.0","38,819,000.0","36,391,000.0","8,098,000.000000001","17,011,000.0","28,080,000.0","32,622,000.0","185,221,000.0",
199,199,IEA,Energy Budget,AUSTRALI,2021,RDDUSD,"34,909,000.0","34,724,000.0","61,150,000.0","11,518,000.0","45,424,000.0","39,364,000.0","46,416,000.0","273,505,000.0",
208,208,IEA,Energy Budget,AUSTRALI,2022,RDDUSD,"40,819,000.0","96,291,000.0","107,269,000.0","12,502,000.0","45,528,000.0","49,270,000.0","57,253,000.0","408,931,000.0",
217,217,IEA,Energy Budget,AUSTRALI,2023,RDDUSD,"15,266,000.0","52,662,000.0","106,228,000.0","13,241,000.0","25,275,000.0","35,210,000.0","55,052,000.0","302,933,000.0",
225,225,IEA,Energy Budget,AUSTRIA,1977,RDDUSD,"18,500,000.0","1,589,000.0",,"17,328,000.0","13,744,000.0","4,582,000.0","10,446,000.0","66,190,000.0",
231,231,IEA,Energy Budget,AUSTRIA,1978,RDDUSD,"20,461,000.0","2,330,000.0",,"17,536,000.0","10,404,000.0","17,832,000.0","13,521,000.0","82,083,000.0",
237,237,IEA,Energy Budget,AUSTRIA,1979,RDDUSD,"18,905,000.0","4,839,000.0",,"13,477,000.0","6,578,000.0","9,738,000.0","15,521,000.0","69,062,000.0",
243,243,IEA,Energy Budget,AUSTRIA,1980,RDDUSD,"24,403,000.0","576,000.0",,"11,977,000.0","12,105,000.0","6,494,000.0","18,648,000.0","74,200,000.0",
249,249,IEA,Energy Budget,AUSTRIA,1981,RDDUSD,"20,414,000.0","3,105,000.0",,"12,185,000.0","12,339,000.0","6,476,000.0","14,129,000.0","68,647,000.0",
255,255,IEA,Energy Budget,AUSTRIA,1982,RDDUSD,"23,752,000.0","8,348,000.000000001",,"12,467,000.0","10,999,000.0","6,515,000.0","13,610,000.0","75,692,000.0",
261,261,IEA,Energy Budget,AUSTRIA,1983,RDDUSD,"18,310,000.0","3,407,000.0",,"16,895,000.0","8,794,000.0","9,479,000.0","15,211,000.0","72,094,000.0",
267,267,IEA,Energy Budget,AUSTRIA,1984,RDDUSD,"26,923,000.0","4,410,000.0",,"16,399,999.999999998","10,713,000.0","12,629,000.0","7,859,000.0","78,936,000.0",
273,273,IEA,Energy Budget,AUSTRIA,1985,RDDUSD,"23,566,000.0","5,355,000.0",,"15,568,000.0","11,413,000.0","11,639,000.0","7,610,000.0","75,154,000.0",
279,279,IEA,Energy Budget,AUSTRIA,1986,RDDUSD,"21,189,000.0","856,000.0",,"5,252,000.0","9,199,000.0","4,069,000.0","5,763,000.0","46,328,000.0",
285,285,IEA,Energy Budget,AUSTRIA,1987,RDDUSD,"14,933,000.0","1,380,000.0",,"4,749,000.0","9,061,000.0","4,712,000.0","5,676,000.0","40,510,000.0",
291,291,IEA,Energy Budget,AUSTRIA,1988,RDDUSD,"19,164,000.0","1,515,000.0",,"3,881,000.0","10,159,000.0","4,176,000.0","8,659,000.0","47,553,000.0",
297,297,IEA,Energy Budget,AUSTRIA,1989,RDDUSD,"9,300,000.0","977,000.0",,"3,410,000.0","7,120,000.0","1,587,000.0","4,784,000.0","27,179,000.0",
303,303,IEA,Energy Budget,AUSTRIA,1990,RDDUSD,"8,677,000.0","296,000.0",,"1,643,000.0","4,449,000.0","1,088,000.0","3,199,000.0","19,349,000.0",
309,309,IEA,Energy Budget,AUSTRIA,1991,RDDUSD,"10,469,000.0","1,486,000.0",,"3,906,000.0","8,393,000.0","1,656,000.0","7,332,000.0","33,238,999.999999996",
315,315,IEA,Energy Budget,AUSTRIA,1992,RDDUSD,"8,778,000.0","1,965,000.0",,"3,035,000.0","5,263,000.0","2,272,000.0","6,312,000.0","27,627,000.0",
321,321,IEA,Energy Budget,AUSTRIA,1993,RDDUSD,"13,108,000.0","2,269,000.0",,"3,695,000.0","5,533,000.0","3,392,000.0","8,609,000.0","36,606,000.0",
327,327,IEA,Energy Budget,AUSTRIA,1994,RDDUSD,"16,183,000.0","1,423,000.0",,"2,686,000.0","7,097,000.0","1,874,000.0","11,138,000.0","40,401,000.0",
333,333,IEA,Energy Budget,AUSTRIA,1995,RDDUSD,"14,756,000.0","1,314,000.0",,"2,670,000.0","5,968,000.0","2,712,000.0","13,177,000.0","40,594,000.0",
339,339,IEA,Energy Budget,AUSTRIA,1996,RDDUSD,"14,906,000.0","2,784,000.0",,"2,323,000.0","6,943,000.0","3,298,000.0","10,228,000.0","40,482,000.0",
345,345,IEA,Energy Budget,AUSTRIA,1997,RDDUSD,"14,016,000.0","2,789,000.0",,"2,768,000.0","6,052,000.0","4,471,000.0","12,243,000.0","42,340,000.0",
351,351,IEA,Energy Budget,AUSTRIA,1998,RDDUSD,"11,207,000.0","967,000.0",,"3,896,000.0","6,828,000.0","5,873,000.0","16,094,000.000000002","44,863,000.0",
357,357,IEA,Energy Budget,AUSTRIA,1999,RDDUSD,"12,466,000.0","1,060,000.0",,"4,824,000.0","4,951,000.0","4,902,000.0","15,139,000.0","43,345,000.0",
363,363,IEA,Energy Budget,AUSTRIA,2000,RDDUSD,"11,531,000.0","717,000.0",,"4,360,000.0","5,191,000.0","5,260,000.0","10,534,000.0","37,595,000.0",
369,369,IEA,Energy Budget,AUSTRIA,2001,RDDUSD,"14,467,000.0","1,000,999.9999999999",,"5,307,000.0","7,282,000.0","6,644,000.0","12,533,000.0","47,234,000.0",
375,375,IEA,Energy Budget,AUSTRIA,2002,RDDUSD,"12,380,000.0","643,000.0",,"5,418,000.0","5,923,000.0","6,119,000.0","15,134,000.0","45,617,000.0",
381,381,IEA,Energy Budget,AUSTRIA,2003,RDDUSD,"7,817,000.0","711,000.0",,"4,486,000.0","6,092,000.0","4,147,999.9999999995","15,297,000.0","38,550,000.0",
387,387,IEA,Energy Budget,AUSTRIA,2004,RDDUSD,"14,902,000.0","684,000.0",,"4,898,000.0","11,401,000.0","4,502,000.0","14,476,000.0","50,862,000.0",
393,393,IEA,Energy Budget,AUSTRIA,2005,RDDUSD,"14,509,000.0","334,000.0","2,762,000.0","4,932,000.0","5,754,000.0","3,501,000.0","17,909,000.0","49,701,000.0",
399,399,IEA,Energy Budget,AUSTRIA,2006,RDDUSD,"14,501,000.0","1,343,000.0","9,343,000.0","5,337,000.0","5,206,000.0","5,730,000.0","20,092,000.0","61,552,000.0",
405,405,IEA,Energy Budget,AUSTRIA,2007,RDDUSD,"10,907,000.0","1,247,000.0","1,649,000.0","4,668,000.0","3,227,000.0","2,539,000.0","21,047,000.0","45,284,000.0",
411,411,IEA,Energy Budget,AUSTRIA,2008,RDDUSD,"32,777,000.0","3,775,000.0","3,298,000.0","6,203,000.0","7,236,000.0","11,763,000.0","34,078,000.0","99,131,000.0",
417,417,IEA,Energy Budget,AUSTRIA,2009,RDDUSD,"51,176,000.0","678,000.0","3,615,000.0","4,077,000.0","8,863,000.0","13,209,000.0","44,525,000.0","126,143,000.0",
423,423,IEA,Energy Budget,AUSTRIA,2010,RDDUSD,"75,459,000.0","1,235,000.0","4,781,000.0","4,157,000.0","23,832,000.0","8,908,000.0","45,587,000.0","163,959,000.0",
430,430,IEA,Energy Budget,AUSTRIA,2011,RDDUSD,"84,775,000.0","1,479,000.0","2,884,000.0","3,496,000.0","16,277,999.999999998","8,271,000.000000001","43,617,000.0","160,800,000.0",
437,437,IEA,Energy Budget,AUSTRIA,2012,RDDUSD,"72,246,000.0","1,673,000.0","4,911,000.0","3,284,000.0","29,892,000.0","7,814,000.0","36,801,000.0","156,621,000.0",
444,444,IEA,Energy Budget,AUSTRIA,2013,RDDUSD,"71,300,000.0","6,509,000.0","5,005,000.0","3,257,000.0","28,271,000.0","7,667,000.0","37,826,000.0","159,835,000.0",
451,451,IEA,Energy Budget,AUSTRIA,2014,RDDUSD,"77,538,000.0","775,000.0","10,317,000.0","1,896,000.0","44,320,000.0","4,170,000.0","40,708,000.0","179,723,000.0",
458,458,IEA,Energy Budget,AUSTRIA,2015,RDDUSD,"69,925,000.0","5,439,000.0","2,081,999.9999999998","1,598,000.0","44,049,000.0","7,404,000.0","27,155,000.0","157,652,000.0",
465,465,IEA,Energy Budget,AUSTRIA,2016,RDDUSD,"79,943,000.0","1,817,000.0","3,814,000.0","1,830,000.0","37,373,000.0","8,305,999.999999999","36,749,000.0","169,833,000.0",
472,472,IEA,Energy Budget,AUSTRIA,2017,RDDUSD,"78,462,000.0","2,815,000.0","5,523,000.0","1,450,000.0","44,396,000.0","8,157,999.999999999","25,484,000.0","166,288,000.0",
479,479,IEA,Energy Budget,AUSTRIA,2018,RDDUSD,"78,356,000.0","703,000.0","9,467,000.0","2,143,000.0","33,951,000.0","25,625,000.0","27,175,000.0","177,422,000.0",
486,486,IEA,Energy Budget,AUSTRIA,2019,RDDUSD,"86,458,000.0","1,721,000.0","10,811,000.0","1,851,000.0","23,701,000.0","20,403,000.0","27,126,000.0","172,070,000.0",
493,493,IEA,Energy Budget,AUSTRIA,2020,RDDUSD,"86,380,000.0","1,858,000.0","9,765,000.0","1,764,000.0","36,416,000.0","14,225,000.0","24,206,000.0","174,614,000.0",
500,500,IEA,Energy Budget,AUSTRIA,2021,RDDUSD,"105,935,000.0","865,000.0","45,401,000.0","1,724,000.0","49,757,000.0","21,026,000.0","22,610,000.0","247,317,000.0",
506,506,IEA,Energy Budget,BELGIUM,1974,RDDUSD,"26,234,000.0","10,596,000.0",,"192,876,000.0","36,771,000.0","41,759,000.0","728,000.0","308,958,000.0",
512,512,IEA,Energy Budget,BELGIUM,1975,RDDUSD,"24,328,000.0","12,511,000.0",,"242,451,000.0","32,076,000.0","35,949,000.0","2,035,000.0000000002","349,354,000.0",
518,518,IEA,Energy Budget,BELGIUM,1976,RDDUSD,"26,216,000.0","12,233,000.0",,"226,071,000.0","31,802,000.0","37,644,000.0","2,510,000.0","336,476,000.0",
524,524,IEA,Energy Budget,BELGIUM,1977,RDDUSD,"18,398,000.0","14,129,000.0",,"237,252,000.0","3,059,000.0","3,007,000.0","3,849,000.0","279,688,000.0",
530,530,IEA,Energy Budget,BELGIUM,1978,RDDUSD,"12,024,000.0","6,908,000.0",,"185,147,000.0","2,386,000.0","9,154,000.0","4,821,000.0","220,440,000.0",
536,536,IEA,Energy Budget,BELGIUM,1979,RDDUSD,"15,945,000.0","12,287,000.0",,"176,937,000.0","5,178,000.0","11,309,000.0","12,176,000.0","233,832,000.0",
542,542,IEA,Energy Budget,BELGIUM,1980,RDDUSD,"17,898,000.0","20,219,000.0",,"217,838,000.0","9,599,000.0","6,016,000.0","20,679,000.0","292,252,000.0",
548,548,IEA,Energy Budget,BELGIUM,1981,RDDUSD,"20,057,000.0","28,815,000.0",,"157,211,000.0","3,651,000.0","12,314,000.0","32,408,000.0","254,459,000.0",
554,554,IEA,Energy Budget,BELGIUM,1982,RDDUSD,"15,157,000.0","33,368,000.000000004",,"157,542,000.0","1,450,000.0","11,509,000.0","16,018,999.999999998","235,046,000.0",
560,560,IEA,Energy Budget,BELGIUM,1983,RDDUSD,"20,465,000.0","38,133,000.0",,"122,411,000.0","454,000.0","10,050,000.0","23,541,000.0","215,051,000.0",
566,566,IEA,Energy Budget,BELGIUM,1984,RDDUSD,"24,234,000.0","20,220,000.0",,"141,625,000.0","823,000.0","14,369,000.0","26,881,000.0","228,150,000.0",
572,572,IEA,Energy Budget,BELGIUM,1985,RDDUSD,"14,863,000.0","20,048,000.0",,"139,413,000.0","970,000.0","8,793,000.0","26,250,000.0","210,337,000.0",
578,578,IEA,Energy Budget,BELGIUM,1986,RDDUSD,"17,594,000.0","26,049,000.0",,"130,541,000.0","603,000.0","7,577,000.0","10,402,000.0","192,766,000.0",
584,584,IEA,Energy Budget,BELGIUM,1987,RDDUSD,"5,926,000.0","11,903,000.0",,"131,401,999.99999999",,"5,220,000.0","8,067,000.0","162,518,000.0",
590,590,IEA,Energy Budget,BELGIUM,1988,RDDUSD,"6,446,000.0","7,735,000.0",,"113,761,000.0","3,222,000.0","912,000.0","3,759,000.0","135,836,000.0",
596,596,IEA,Energy Budget,BELGIUM,1989,RDDUSD,"1,487,000.0","7,586,000.0",,"81,288,000.0","2,307,000.0",,"870,000.0","93,538,000.0",
602,602,IEA,Energy Budget,BELGIUM,1991,RDDUSD,"11,838,000.0","1,556,000.0",,,"154,000.0","3,276,000.0","543,000.0",,
608,608,IEA,Energy Budget,BELGIUM,1992,RDDUSD,"5,135,000.0","2,085,000.0",,,"4,070,999.9999999995","3,640,000.0","3,228,000.0",,
614,614,IEA,Energy Budget,BELGIUM,1993,RDDUSD,"10,997,000.0","1,861,000.0",,,"11,668,000.0","2,023,000.0000000002","3,695,000.0",,
620,620,IEA,Energy Budget,BELGIUM,1994,RDDUSD,"14,952,000.0","2,635,000.0",,"42,630,000.0","6,535,000.0","2,978,000.0","3,900,000.0","73,632,000.0",
626,626,IEA,Energy Budget,BELGIUM,1995,RDDUSD,"13,164,000.0","2,115,000.0",,"41,776,000.0","8,718,000.0","2,988,000.0","6,078,000.0","74,837,000.0",
632,632,IEA,Energy Budget,BELGIUM,1996,RDDUSD,"17,034,000.0","2,556,000.0",,"61,339,000.0","8,722,000.0","1,856,000.0","4,541,000.0","96,048,000.0",
638,638,IEA,Energy Budget,BELGIUM,1997,RDDUSD,"15,065,000.0","3,541,000.0",,"63,273,000.0","2,835,000.0","2,320,000.0","5,085,000.0","92,118,000.0",
644,644,IEA,Energy Budget,BELGIUM,1998,RDDUSD,"22,049,000.0","717,000.0",,"82,795,000.0","7,476,000.0","1,629,000.0","2,087,000.0000000002","116,752,000.0",
650,650,IEA,Energy Budget,BELGIUM,1999,RDDUSD,"6,672,000.0","1,352,000.0",,"66,980,000.00000001","4,449,000.0","932,000.0","1,642,000.0","82,026,000.0",
656,656,IEA,Energy Budget,BELGIUM,2007,RDDUSD,"32,649,000.0","2,663,000.0","843,000.0","62,598,000.0","7,088,000.0","6,203,000.0","21,028,000.0","133,074,000.00000001",
662,662,IEA,Energy Budget,BELGIUM,2010,RDDUSD,,,,"75,849,000.0",,,,"75,849,000.0",
669,669,IEA,Energy Budget,BELGIUM,2011,RDDUSD,"59,414,000.0",,"1,898,000.0","92,613,000.0","19,899,000.0","3,868,000.0","22,686,000.0","200,378,000.0",
676,676,IEA,Energy Budget,BELGIUM,2012,RDDUSD,"101,467,000.0","3,202,000.0","283,000.0","106,118,000.0","36,092,000.0","4,665,000.0","22,802,000.0","274,630,000.0",
683,683,IEA,Energy Budget,BELGIUM,2013,RDDUSD,"66,016,999.99999999","129,000.0",,"133,216,000.00000001","22,815,000.0","3,801,000.0","24,569,000.0","250,548,000.0",
690,690,IEA,Energy Budget,BELGIUM,2014,RDDUSD,"65,679,000.0","1,991,000.0","4,043,000.0","85,381,000.0","15,936,000.0","5,249,000.0","34,266,000.0","212,546,000.0",
697,697,IEA,Energy Budget,BELGIUM,2015,RDDUSD,"67,144,000.0","2,230,000.0","1,533,000.0","96,035,000.0","11,241,000.0","2,443,000.0","22,128,000.0","202,752,000.0",
704,704,IEA,Energy Budget,BELGIUM,2016,RDDUSD,"54,438,000.0","857,000.0","1,549,000.0","109,455,000.0","15,198,000.0","2,676,000.0","18,735,000.0","208,293,000.0","5,386,000.0"
711,711,IEA,Energy Budget,BELGIUM,2017,RDDUSD,"52,860,000.0",,"2,328,000.0","88,325,000.0","25,126,000.0","4,993,000.0","19,780,000.0","194,051,000.0","640,000.0"
718,718,IEA,Energy Budget,BELGIUM,2018,RDDUSD,"67,815,000.0","997,000.0","2,400,000.0","92,306,000.0","18,040,000.0","11,070,000.0","13,773,000.0","206,400,000.0",
725,725,IEA,Energy Budget,BELGIUM,2019,RDDUSD,"80,462,000.0","376,000.0","8,417,000.0","111,955,000.0","34,344,000.0","11,999,000.0","28,446,000.0","277,757,000.0","1,758,000.0"
732,732,IEA,Energy Budget,BELGIUM,2020,RDDUSD,"146,633,000.0","4,049,000.0000000005","5,590,000.0","129,054,000.0","22,851,000.0","6,007,000.0","22,207,000.0","336,393,000.0",
739,739,IEA,Energy Budget,BELGIUM,2021,RDDUSD,"34,066,000.0","3,611,000.0","9,919,000.0","115,539,000.0","27,425,000.0","2,737,000.0","8,269,000.0","201,567,000.0",
746,746,IEA,Energy Budget,BELGIUM,2022,RDDUSD,"77,580,000.0","22,559,000.0","11,572,000.0","117,423,000.0","14,063,000.0","13,804,000.0","19,484,000.0","276,484,000.0",
753,753,IEA,Energy Budget,BELGIUM,2023,RDDUSD,,,"60,329,000.0","155,810,000.0",,,,,
759,759,IEA,Energy Budget,BRAZIL,2013,RDDUSD,"35,511,000.0","498,958,000.0","2,318,000.0","15,454,000.0","142,118,000.0","26,159,000.0","203,562,000.0","924,080,000.0",
765,765,IEA,Energy Budget,BRAZIL,2014,RDDUSD,"40,436,000.0","509,512,000.0","1,858,000.0","12,199,000.0","150,282,000.0","24,815,000.0","242,902,000.0","982,004,000.0",
771,771,IEA,Energy Budget,BRAZIL,2015,RDDUSD,"34,175,000.0","408,182,000.0","2,132,000.0","7,627,000.0","112,442,000.0","27,894,000.0","192,823,000.0","785,274,000.0",
777,777,IEA,Energy Budget,BRAZIL,2016,RDDUSD,"58,069,000.0","366,474,000.0","1,960,000.0","7,821,000.0","90,821,000.0","25,161,000.0","159,685,000.0","709,991,000.0",
783,783,IEA,Energy Budget,BRAZIL,2017,RDDUSD,"66,982,000.0","437,185,000.0","641,000.0","16,715,000.0","122,640,000.0","24,048,000.0","144,016,000.0","812,227,000.0",
789,789,IEA,Energy Budget,BRAZIL,2018,RDDUSD,"70,040,000.0","583,080,000.0","816,000.0","18,097,000.0","135,141,000.0","15,577,000.0","121,109,000.0","943,860,000.0",
795,795,IEA,Energy Budget,BRAZIL,2019,RDDUSD,"56,528,000.0","494,337,000.0","2,051,000.0000000002","23,920,000.0","160,135,000.0","30,049,000.0","94,536,000.0","861,555,000.0",
801,801,IEA,Energy Budget,BRAZIL,2020,RDDUSD,"69,673,000.0","327,061,000.0","4,323,000.0","22,523,000.0","164,511,000.0","50,809,000.0","94,021,000.0","732,920,000.0",
807,807,IEA,Energy Budget,CANADA,1974,RDDUSD,,"92,610,000.0",,"364,436,000.0","120,050,000.0",,"2,144,000.0","579,239,000.0",
813,813,IEA,Energy Budget,CANADA,1975,RDDUSD,,"66,516,999.99999999",,"343,802,000.0","116,405,000.0",,"10,828,000.0","537,553,000.0",
819,819,IEA,Energy Budget,CANADA,1976,RDDUSD,"31,850,000.0","78,211,000.0",,"331,599,000.0","93,074,000.0","18,402,000.0","13,448,000.0","566,584,000.0",
825,825,IEA,Energy Budget,CANADA,1977,RDDUSD,"34,126,000.0","137,829,000.0",,"305,808,000.0","105,360,000.0","4,638,000.0","34,126,000.0","621,887,000.0",
831,831,IEA,Energy Budget,CANADA,1978,RDDUSD,"49,318,000.0","189,826,000.0",,"348,945,000.0","120,657,000.0","8,995,000.0","80,955,000.0","798,696,000.0",
837,837,IEA,Energy Budget,CANADA,1979,RDDUSD,"49,356,000.0","175,989,000.0",,"316,724,000.0","108,301,000.0","21,435,000.0","90,533,000.0","762,337,000.0",
843,843,IEA,Energy Budget,CANADA,1980,RDDUSD,"65,176,000.0","135,997,000.0",,"314,589,000.0","89,809,000.0","16,678,999.999999998","94,428,000.0","716,678,000.0",
849,849,IEA,Energy Budget,CANADA,1981,RDDUSD,"95,185,000.0","161,977,000.0",,"292,535,000.0","131,490,000.00000001","15,593,000.0","146,384,000.0","843,163,000.0",
855,855,IEA,Energy Budget,CANADA,1982,RDDUSD,"112,247,000.0","240,744,000.0",,"363,681,000.0","16,891,000.0","23,946,000.0","123,793,000.0","881,302,000.0",
861,861,IEA,Energy Budget,CANADA,1983,RDDUSD,"141,842,000.0","266,120,999.99999997",,"369,461,000.0","17,099,000.0","39,371,000.0","123,369,000.0","957,264,000.0",
867,867,IEA,Energy Budget,CANADA,1984,RDDUSD,"141,723,000.0","372,657,000.0",,"341,813,000.0","17,179,000.0","31,819,000.0","106,390,000.0","1,011,581,000.0",
873,873,IEA,Energy Budget,CANADA,1985,RDDUSD,"148,102,000.0","312,828,000.0",,"372,711,000.0","17,568,000.0","16,813,000.0","62,717,000.0","930,739,000.0",
879,879,IEA,Energy Budget,CANADA,1986,RDDUSD,"59,727,000.0","416,071,000.0",,"352,863,000.0","14,107,000.0","15,206,000.0","36,276,000.0","894,250,000.0",
885,885,IEA,Energy Budget,CANADA,1987,RDDUSD,"60,317,000.0","298,615,000.0",,"309,280,000.0","9,441,000.0","12,938,000.0","30,945,000.0","721,537,000.0",
891,891,IEA,Energy Budget,CANADA,1988,RDDUSD,"63,551,000.0","287,151,000.0",,"267,416,000.0","9,031,000.0","10,202,000.0","28,096,000.0","665,447,000.0",
897,897,IEA,Energy Budget,CANADA,1989,RDDUSD,"61,176,000.0","218,190,000.0",,"249,338,000.0","8,305,999.999999999","29,710,000.0","23,320,000.0","590,041,000.0",
903,903,IEA,Energy Budget,CANADA,1990,RDDUSD,"60,869,000.0","227,718,000.0",,"250,273,000.0","7,107,000.0","19,466,000.0","19,311,000.0","584,744,000.0",
909,909,IEA,Energy Budget,CANADA,1991,RDDUSD,"55,018,000.0","211,228,000.0",,"232,965,000.0","6,146,000.0","19,489,000.0","18,439,000.0","543,286,000.0",
915,915,IEA,Energy Budget,CANADA,1992,RDDUSD,"46,543,000.0","172,580,000.0",,"252,516,000.0","16,549,000.0","33,836,000.0","21,129,000.0","543,153,000.0",
921,921,IEA,Energy Budget,CANADA,1993,RDDUSD,"50,912,000.0","119,767,000.0",,"240,262,000.0","18,089,000.0","12,546,000.0","18,964,000.0","460,540,000.0",
927,927,IEA,Energy Budget,CANADA,1994,RDDUSD,"75,488,000.0","94,181,000.0",,"239,578,000.0","16,823,000.0","15,098,000.0","21,884,000.0","463,053,000.0",
933,933,IEA,Energy Budget,CANADA,1995,RDDUSD,"73,713,000.0","92,233,000.0",,"234,344,000.0","16,326,000.0","14,821,000.0","21,388,000.0","452,825,000.0",
