,index,Source,Info Category,COUNTRY,TIME,PRODUCT,EFFICIENCY,FOSSILFUEL,HGENCELL,NUCLEAR,OTHERPANDS,OTHERTECH,RENEWABLE,TOTAL,UNALLOC
6485,6485,IEA,Energy Budget,TURKEY,2021,RDDUSD,"11,577,000.0","2,099,000.0","1,511,000.0","485,000.0","4,891,000.0","1,036,999.9999999999","12,258,000.0","33,925,000.0","69,000.0"
6491,6491,IEA,Energy Budget,TURKEY,2022,RDDUSD,"13,084,000.0","2,898,000.0","1,050,000.0","222,000.0","3,132,000.0","733,000.0","10,150,000.0","31,301,000.0","32,000.0"
6497,6497,IEA,Energy Budget,UK,1974,RDDUSD,"41,345,000.0","52,014,000.0",,"1,102,971,000.0",,"20,006,000.0",,"1,216,336,000.0",
6503,6503,IEA,Energy Budget,UK,1975,RDDUSD,"61,505,000.0","67,867,000.0",,"1,021,187,000.0",,"21,208,000.0","4,242,000.0","1,176,009,000.0",
6509,6509,IEA,Energy Budget,UK,1976,RDDUSD,"71,485,000.0","94,238,000.0",,"989,090,000.0","1,290,000.0","52,692,000.0","6,264,000.0","1,215,059,000.0",
6515,6515,IEA,Energy Budget,UK,1977,RDDUSD,"64,000,000.0","135,291,000.0",,"761,518,000.0","1,620,000.0","28,354,000.0","12,476,000.0","1,003,259,000.0",
6521,6521,IEA,Energy Budget,UK,1978,RDDUSD,"68,614,000.0","137,592,000.0",,"892,713,000.0","436,000.0","87,876,000.0","35,034,000.0","1,222,265,000.0",
6527,6527,IEA,Energy Budget,UK,1979,RDDUSD,"62,702,000.0","160,832,000.0",,"824,489,000.0","573,000.0","100,998,000.0","61,682,000.0","1,211,277,000.0",
6533,6533,IEA,Energy Budget,UK,1980,RDDUSD,"60,419,000.0","123,393,000.0",,"849,058,000.0","3,567,000.0","108,594,000.0","54,457,000.0","1,199,487,000.0",
6539,6539,IEA,Energy Budget,UK,1981,RDDUSD,"63,966,000.0","137,948,000.0",,"869,874,000.0","6,330,000.0","119,996,000.0","78,139,000.0","1,276,254,000.0",
6545,6545,IEA,Energy Budget,UK,1982,RDDUSD,"117,791,000.0","92,051,000.0",,"756,480,000.0","3,490,000.0","120,845,000.0","57,674,000.0","1,148,331,000.0",
6551,6551,IEA,Energy Budget,UK,1983,RDDUSD,"129,417,000.0","116,640,000.0",,"833,380,000.0","15,662,000.0","121,998,000.0","45,337,000.0","1,262,435,000.0",
6557,6557,IEA,Energy Budget,UK,1984,RDDUSD,"94,107,000.0","101,526,000.0",,"748,170,000.0","7,029,000.0","113,631,000.0","49,943,000.0","1,114,406,000.0",
6563,6563,IEA,Energy Budget,UK,1985,RDDUSD,"95,252,000.0","72,362,000.0",,"718,450,000.0","9,968,000.0","119,249,000.0","43,196,000.0","1,058,477,000.0000001",
6569,6569,IEA,Energy Budget,UK,1986,RDDUSD,"84,369,000.0","93,861,000.0",,"548,048,000.0","5,976,000.0","58,707,000.0","34,099,000.0","825,059,000.0",
6575,6575,IEA,Energy Budget,UK,1987,RDDUSD,"86,426,000.0","70,503,000.0",,"452,073,000.0","8,975,000.0","54,515,000.0","40,554,000.0","713,045,000.0",
6581,6581,IEA,Energy Budget,UK,1988,RDDUSD,"68,502,000.0","72,095,000.0",,"465,730,000.0","4,563,000.0","60,283,000.0","41,313,000.0","712,486,000.0",
6587,6587,IEA,Energy Budget,UK,1989,RDDUSD,"61,700,000.0","36,968,000.0",,"400,849,000.0",,"8,542,000.0","40,720,000.0","548,779,000.0",
6593,6593,IEA,Energy Budget,UK,1990,RDDUSD,"44,383,000.0","45,155,000.0",,"302,166,000.0","2,155,000.0","10,590,000.0","39,221,000.0","443,670,000.0",
6599,6599,IEA,Energy Budget,UK,1991,RDDUSD,"33,680,000.0","12,428,000.0",,"252,162,000.0","2,734,000.0","11,558,000.0","42,578,000.0","355,140,000.0",
6605,6605,IEA,Energy Budget,UK,1992,RDDUSD,"41,801,000.0","18,247,000.0",,"209,220,000.0","3,842,000.0","8,643,000.0","38,656,000.0","320,409,000.0",
6611,6611,IEA,Energy Budget,UK,1993,RDDUSD,"47,096,000.0","25,041,000.0",,"121,016,000.0",,"1,396,000.0","35,311,000.0","229,861,000.0",
6617,6617,IEA,Energy Budget,UK,1994,RDDUSD,"5,277,000.0","13,545,000.0",,"57,161,000.0","8,560,000.0","11,034,000.0","20,804,000.0","116,382,000.0",
6623,6623,IEA,Energy Budget,UK,1995,RDDUSD,"3,267,000.0","24,221,000.0",,"51,776,000.0","6,800,000.0","11,333,000.0","20,244,000.0","117,640,000.0",
6629,6629,IEA,Energy Budget,UK,1996,RDDUSD,"2,777,000.0","16,324,000.000000002",,"33,919,000.0","2,332,000.0","8,628,000.0","13,080,000.0","77,060,000.0",
6635,6635,IEA,Energy Budget,UK,1997,RDDUSD,"2,138,000.0","14,499,000.0",,"38,100,000.0","2,328,000.0","38,206,000.0","9,081,000.0","104,353,000.0",
6641,6641,IEA,Energy Budget,UK,1998,RDDUSD,"1,084,000.0","10,339,000.0",,"31,266,000.0","2,501,000.0","39,395,000.0","6,795,000.0","91,379,000.0",
6647,6647,IEA,Energy Budget,UK,1999,RDDUSD,"1,496,000.0","6,338,000.0",,"29,635,000.0","2,877,000.0","38,147,000.0","9,453,000.0","87,946,000.0",
6653,6653,IEA,Energy Budget,UK,2000,RDDUSD,"2,915,000.0","9,018,000.0",,"34,578,000.0","3,448,000.0","38,377,000.0","8,925,000.0","97,262,000.0",
6659,6659,IEA,Energy Budget,UK,2001,RDDUSD,,"11,617,000.0",,"29,147,000.0","3,188,000.0","4,383,000.0","12,153,000.0","60,487,000.0",
6665,6665,IEA,Energy Budget,UK,2002,RDDUSD,,"7,533,000.0",,"30,403,000.0","8,380,000.000000001","1,949,000.0","20,464,000.0","68,728,000.0",
6671,6671,IEA,Energy Budget,UK,2003,RDDUSD,,"5,642,000.0",,"30,784,000.0","5,703,000.0","760,000.0","22,052,000.0","64,941,999.99999999",
6678,6678,IEA,Energy Budget,UK,2004,RDDUSD,,"9,315,000.0","4,976,000.0","33,226,999.999999996","6,037,000.0",,"36,395,000.0","89,950,000.0",
6685,6685,IEA,Energy Budget,UK,2005,RDDUSD,,"11,761,000.0","4,338,000.0","39,290,000.0","7,313,000.0",,"65,742,999.99999999","128,447,000.0",
6692,6692,IEA,Energy Budget,UK,2006,RDDUSD,"6,046,000.0","16,335,999.999999998","12,511,000.0","49,723,000.0","11,418,000.0","19,272,000.0","86,457,000.0","201,762,000.0",
6699,6699,IEA,Energy Budget,UK,2007,RDDUSD,"14,593,000.0","13,841,000.0","15,533,000.0","45,237,000.0","10,343,000.0","18,949,000.0","125,680,000.0","244,174,000.0",
6706,6706,IEA,Energy Budget,UK,2008,RDDUSD,"39,067,000.0","23,235,000.0","18,197,000.0","63,369,000.0","15,870,000.0","25,450,000.0","77,411,000.0","262,599,000.0",
6713,6713,IEA,Energy Budget,UK,2009,RDDUSD,"138,042,000.0","31,331,000.0","19,771,000.0","56,760,000.0","24,283,000.0","21,125,000.0","145,934,000.0","437,246,000.0",
6720,6720,IEA,Energy Budget,UK,2010,RDDUSD,"276,653,000.0","87,600,000.0","31,649,000.0","111,895,000.0","20,110,000.0","20,204,000.0","267,716,999.99999997","815,827,000.0",
6727,6727,IEA,Energy Budget,UK,2011,RDDUSD,"233,809,000.0","65,462,999.99999999","26,069,000.0","70,577,000.0","25,663,000.0","35,540,000.0","91,946,000.0","549,068,000.0",
6734,6734,IEA,Energy Budget,UK,2012,RDDUSD,"140,116,000.0","55,083,000.0","20,938,000.0","96,592,000.0","30,467,000.0","55,705,000.0","90,467,000.0","489,366,000.0",
6741,6741,IEA,Energy Budget,UK,2013,RDDUSD,"177,340,000.0","54,291,000.0","33,451,000.0","87,071,000.0","37,968,000.0","86,872,000.0","134,832,000.0","611,827,000.0",
6748,6748,IEA,Energy Budget,UK,2014,RDDUSD,"93,101,000.0","107,142,000.0","18,392,000.0","82,338,000.0","44,091,000.0","64,745,999.99999999","103,284,000.0","513,095,000.0",
6755,6755,IEA,Energy Budget,UK,2015,RDDUSD,"116,050,000.0","24,493,000.0","19,228,000.0","184,253,000.0","57,389,000.0","42,809,000.0","102,813,000.0","559,802,000.0","12,769,000.0"
6762,6762,IEA,Energy Budget,UK,2016,RDDUSD,"153,747,000.0","38,949,000.0","19,544,000.0","170,638,000.0","80,400,000.0","61,789,000.0","178,206,000.0","703,271,000.0",
6769,6769,IEA,Energy Budget,UK,2017,RDDUSD,"250,540,000.0","47,992,000.0","15,242,000.0","224,020,000.0","101,859,000.0","95,443,000.0","144,561,000.0","932,810,000.0","53,154,000.0"
6776,6776,IEA,Energy Budget,UK,2018,RDDUSD,"278,366,000.0","27,431,000.0","24,995,000.0","280,957,000.0","85,975,000.0","160,746,000.0","176,661,000.0","1,038,460,000.0","3,331,000.0"
6783,6783,IEA,Energy Budget,UK,2019,RDDUSD,"267,543,999.99999997","33,752,000.0","41,678,000.0","314,276,000.0","77,595,000.0","228,853,000.0","156,459,000.0","1,122,265,000.0","2,107,000.0"
6790,6790,IEA,Energy Budget,UK,2020,RDDUSD,"319,239,000.0","51,677,000.0","40,712,000.0","400,187,000.0","101,572,000.0","99,419,000.0","145,565,000.0","1,191,426,000.0","33,055,999.999999996"
6797,6797,IEA,Energy Budget,UK,2021,RDDUSD,"343,439,000.0","30,013,000.0","38,342,000.0","595,916,000.0","73,196,000.0","73,127,000.0","178,105,000.0","1,367,006,000.0","34,868,000.0"
6803,6803,IEA,Energy Budget,USA,1974,RDDUSD,"6,990,000.0","354,633,000.0",,"2,823,084,000.0","14,912,000.0","521,464,000.00000006","47,067,000.0","3,768,151,000.0",
6809,6809,IEA,Energy Budget,USA,1975,RDDUSD,"35,826,000.0","591,134,000.0",,"3,774,560,000.0","58,858,000.0","565,544,000.0","192,780,000.0","5,218,702,000.0",
6815,6815,IEA,Energy Budget,USA,1976,RDDUSD,"69,936,000.0","973,449,000.0",,"3,693,688,000.0","111,979,000.0","925,746,000.0","371,107,000.0","6,145,905,000.0",
6821,6821,IEA,Energy Budget,USA,1977,RDDUSD,"322,755,000.0","1,547,550,000.0",,"5,012,221,000.0","392,787,000.0","1,200,056,000.0","909,271,000.0","9,384,640,000.0",
6827,6827,IEA,Energy Budget,USA,1978,RDDUSD,"427,782,000.0","1,902,081,000.0",,"5,307,976,000.0","540,150,000.0","1,339,884,000.0","1,366,554,000.0","10,884,426,000.0",
6833,6833,IEA,Energy Budget,USA,1979,RDDUSD,"578,559,000.0","1,835,496,000.0",,"5,697,590,000.0","867,838,000.0","1,131,178,000.0","1,859,794,000.0","11,970,456,000.0",
6839,6839,IEA,Energy Budget,USA,1980,RDDUSD,"882,371,000.0","2,553,755,000.0",,"4,550,382,000.0","255,978,000.0","1,517,798,000.0","2,029,754,000.0","11,790,038,000.0",
6845,6845,IEA,Energy Budget,USA,1981,RDDUSD,"618,196,000.0","2,227,926,000.0",,"4,218,149,000.0000005","55,024,000.0","131,782,999.99999999","1,824,049,000.0","9,075,127,000.0",
6851,6851,IEA,Energy Budget,USA,1982,RDDUSD,"376,231,000.0","992,658,000.0",,"4,378,993,000.0","186,561,000.0","191,225,000.0","875,280,000.0","7,000,948,000.0",
6857,6857,IEA,Energy Budget,USA,1983,RDDUSD,"526,620,000.0","691,188,000.0",,"3,721,993,000.0","136,642,000.0","787,186,000.0","661,017,000.0","6,524,646,000.0",
6863,6863,IEA,Energy Budget,USA,1984,RDDUSD,"394,920,000.0","682,026,000.0",,"3,045,531,000.0","134,047,000.0","713,071,000.0","541,722,000.0","5,511,316,000.0",
6869,6869,IEA,Energy Budget,USA,1985,RDDUSD,"507,860,000.0","701,720,000.0",,"2,792,181,000.0","142,304,000.0","879,949,000.0","497,596,000.0","5,521,609,000.0",
6875,6875,IEA,Energy Budget,USA,1986,RDDUSD,"411,396,000.0","699,533,000.0",,"2,536,522,000.0","118,228,000.0","827,823,000.0","369,776,000.0","4,963,277,000.0",
6881,6881,IEA,Energy Budget,USA,1987,RDDUSD,"370,670,000.0","583,342,000.0",,"2,274,902,000.0","99,530,000.0","740,001,000.0","338,089,000.0","4,406,534,000.0",
6887,6887,IEA,Energy Budget,USA,1988,RDDUSD,"309,971,000.0","924,956,000.0",,"2,207,090,000.0","110,365,000.0","837,440,000.0","265,565,999.99999997","4,655,389,000.0",
6893,6893,IEA,Energy Budget,USA,1989,RDDUSD,"328,810,000.0","933,764,000.0",,"1,855,124,000.0","101,368,000.0","1,037,040,999.9999999","234,286,000.0","4,490,373,000.0",
6899,6899,IEA,Energy Budget,USA,1990,RDDUSD,"362,172,000.0","1,723,165,000.0",,"1,695,753,000.0","107,788,000.0","886,215,000.0","217,335,000.0","4,992,449,000.0",
6905,6905,IEA,Energy Budget,USA,1991,RDDUSD,"419,290,000.0","1,480,667,000.0",,"1,628,289,000.0","105,790,000.0","1,101,217,000.0","290,099,000.0","5,025,351,000.0",
6911,6911,IEA,Energy Budget,USA,1992,RDDUSD,"538,719,000.0","746,152,000.0",,"1,041,323,000.0000001","75,636,000.0","1,467,722,000.0","242,225,000.0","4,111,777,000.0",
6917,6917,IEA,Energy Budget,USA,1993,RDDUSD,"567,997,000.0","729,992,000.0",,"835,095,000.0","78,134,000.0","1,580,972,000.0","220,919,000.0","4,013,109,000.0",
6923,6923,IEA,Energy Budget,USA,1994,RDDUSD,"773,792,000.0","878,001,000.0",,"766,572,000.0","209,737,000.0","1,387,826,000.0","399,746,000.0","4,415,674,000.0",
6929,6929,IEA,Energy Budget,USA,1995,RDDUSD,"896,661,000.0","534,898,000.0",,"801,889,000.0","233,167,000.0","1,317,101,000.0","483,633,000.0","4,267,349,000.0",
6935,6935,IEA,Energy Budget,USA,1996,RDDUSD,"718,625,000.0","598,195,000.0",,"483,685,000.0","210,395,000.0","1,371,886,000.0","357,049,000.0","3,739,835,000.0",
6941,6941,IEA,Energy Budget,USA,1997,RDDUSD,"663,036,000.0","281,624,000.0",,"471,824,000.0","214,805,000.0","1,393,272,000.0","336,852,000.0","3,361,412,000.0",
6947,6947,IEA,Energy Budget,USA,1998,RDDUSD,"712,418,000.0","300,152,000.0",,"401,274,000.0","213,573,000.0","1,382,392,000.0","413,787,000.0","3,423,597,000.0",
6953,6953,IEA,Energy Budget,USA,1999,RDDUSD,"800,968,000.0","332,886,000.0",,"405,349,000.0","212,212,000.0","1,642,061,000.0","431,485,000.0","3,824,961,000.0",
6959,6959,IEA,Energy Budget,USA,2000,RDDUSD,"878,600,000.0","338,260,000.0",,"445,197,000.0","201,853,000.0","1,488,559,000.0","343,586,000.0","3,696,054,000.0",
6965,6965,IEA,Energy Budget,USA,2001,RDDUSD,"927,417,000.0","562,577,000.0",,"471,676,000.0","215,699,000.0","1,911,270,000.0","399,297,000.0","4,487,936,000.0",
6971,6971,IEA,Energy Budget,USA,2002,RDDUSD,"907,661,000.0","666,412,000.0",,"455,883,000.0","227,542,000.0","1,824,769,000.0","388,391,000.0","4,470,657,000.0",
6977,6977,IEA,Energy Budget,USA,2003,RDDUSD,"603,309,000.0","640,396,000.0",,"570,834,000.0","252,245,000.0","1,794,033,000.0","373,641,000.0","4,234,457,000.0000005",
6983,6983,IEA,Energy Budget,USA,2004,RDDUSD,"570,310,000.0","646,398,000.0","224,398,000.0","574,953,000.0","169,562,000.0","1,781,518,000.0","364,284,000.0","4,331,422,000.0",
6989,6989,IEA,Energy Budget,USA,2005,RDDUSD,"707,098,000.0","584,794,000.0","457,999,000.0","1,085,475,000.0","226,610,000.0","1,376,312,000.0","363,960,000.0","4,802,245,000.0",
6995,6995,IEA,Energy Budget,USA,2006,RDDUSD,"592,692,000.0","582,619,000.0","458,028,000.0","926,002,000.0","204,173,000.0","1,390,756,000.0","286,619,000.0","4,440,891,000.0",
7002,7002,IEA,Energy Budget,USA,2007,RDDUSD,"752,906,000.0","620,985,000.0","440,538,000.0","1,154,604,000.0","179,939,000.0","1,635,487,000.0","764,002,000.0","5,548,460,000.0",
7009,7009,IEA,Energy Budget,USA,2008,RDDUSD,"892,829,000.0","762,133,000.0","432,560,000.0","1,301,282,000.0","163,243,000.0","1,753,230,000.0","603,758,000.0","5,909,035,000.0",
7016,7016,IEA,Energy Budget,USA,2009,RDDUSD,"2,843,742,000.0","4,494,559,000.0","476,635,000.0","1,128,660,000.0","1,231,753,000.0","6,694,000.0","2,953,529,000.0","13,135,573,000.0",
7023,7023,IEA,Energy Budget,USA,2010,RDDUSD,"1,841,564,000.0","608,563,000.0","440,546,000.0","1,174,791,000.0","363,815,000.0","145,526,000.0","1,733,081,000.0","6,307,885,000.0",
7030,7030,IEA,Energy Budget,USA,2011,RDDUSD,"1,143,189,000.0","654,474,000.0","336,611,000.0","1,588,032,000.0","231,167,000.0","2,799,573,000.0","1,504,097,000.0","8,257,144,000.0",
7036,7036,IEA,Energy Budget,USA,2012,RDDUSD,"1,227,710,000.0","399,392,000.0","150,496,000.0","984,814,000.0","129,318,000.00000001","3,069,578,000.0","1,895,588,000.0","7,856,897,000.0",
7043,7043,IEA,Energy Budget,USA,2013,RDDUSD,"1,579,685,000.0","431,912,000.0","180,127,000.0","923,373,000.0","139,677,000.0","2,934,123,000.0","1,227,385,000.0","7,416,283,000.0",
7050,7050,IEA,Energy Budget,USA,2014,RDDUSD,"1,591,520,000.0","519,842,000.0","176,188,000.0","1,076,269,000.0","338,567,000.0","2,817,977,000.0","1,109,786,000.0","7,630,149,000.0",
7057,7057,IEA,Energy Budget,USA,2015,RDDUSD,"1,472,627,000.0","504,569,000.0","151,001,000.0","1,070,621,000.0000001","302,229,000.0","2,763,819,000.0","1,093,877,000.0","7,358,741,000.0",
